,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Baseline Date Range,Baseline Mean Travel Time (Seconds),Baseline Range - Lower Bound Travel Time (Seconds),Baseline Range - Upper Bound Travel Time (Seconds),Comparison Date Range,Comparison Mean Travel Time (Seconds),Comparison Range - Lower Bound Travel Time (Seconds),Comparison Range - Upper Bound Travel Time (Seconds),Mean Difference,Percent Difference,Baseline Mean Travel Time (Minutes),Comparison Mean Travel Time (Minutes),Base Start,Base End,Comparison Start,Comparison End
77,1277,"300 Hayes Street, Civic Center, San Francisco",495,"4200 Shelter Creek Lane, San Bruno",3/22/2020 - 3/29/2020,883,806,967,3/1/2020 - 3/8/2020,1204,947,1530,-321,-26.66,14.72,20.07,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
78,1277,"300 Hayes Street, Civic Center, San Francisco",528,"600 Lexington Way, Oak Grove Manor, Burlingame",3/22/2020 - 3/29/2020,1050,882,1249,3/1/2020 - 3/8/2020,1267,998,1607,-217,-17.13,17.5,21.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
79,1277,"300 Hayes Street, Civic Center, San Francisco",532,"200 Beach Street, North Beach, San Francisco",3/22/2020 - 3/29/2020,565,423,752,3/1/2020 - 3/8/2020,742,557,987,-177,-23.85,9.42,12.37,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
80,1277,"300 Hayes Street, Civic Center, San Francisco",533,"1400 Grant Avenue, North Beach, San Francisco",3/22/2020 - 3/29/2020,506,397,644,3/1/2020 - 3/8/2020,693,492,975,-187,-26.98,8.43,11.55,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
81,1277,"300 Hayes Street, Civic Center, San Francisco",534,"200 Walnut Street, Presidio Heights, San Francisco",3/22/2020 - 3/29/2020,467,277,785,3/1/2020 - 3/8/2020,622,466,828,-155,-24.92,7.78,10.37,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
82,1277,"300 Hayes Street, Civic Center, San Francisco",535,"0 Rossi Avenue, Richmond District, San Francisco",3/22/2020 - 3/29/2020,376,306,461,3/1/2020 - 3/8/2020,505,373,683,-129,-25.54,6.27,8.42,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
83,1277,"300 Hayes Street, Civic Center, San Francisco",536,"800 Franklin Street, Fillmore District, San Francisco",3/22/2020 - 3/29/2020,78,50,119,3/1/2020 - 3/8/2020,110,62,192,-32,-29.09,1.3,1.83,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
84,1277,"300 Hayes Street, Civic Center, San Francisco",537,"500 Webster Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,66,39,111,3/1/2020 - 3/8/2020,95,49,182,-29,-30.53,1.1,1.58,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
85,1277,"300 Hayes Street, Civic Center, San Francisco",541,"200 San Fernando Way, St. Francis, Daly City",3/22/2020 - 3/29/2020,726,592,889,3/1/2020 - 3/8/2020,961,707,1305,-235,-24.45,12.1,16.02,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
86,1277,"300 Hayes Street, Civic Center, San Francisco",542,"2200 Kenry Way, Westborough, South San Francisco",3/22/2020 - 3/29/2020,1066,745,1525,3/1/2020 - 3/8/2020,1190,905,1563,-124,-10.42,17.77,19.83,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
87,1277,"300 Hayes Street, Civic Center, San Francisco",554,"200 2nd Street, Sunnyvale",3/22/2020 - 3/29/2020,2234,2030,2457,3/1/2020 - 3/8/2020,2776,2195,3510,-542,-19.52,37.23,46.27,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
88,1277,"300 Hayes Street, Civic Center, San Francisco",555,"500 Aldo Avenue, Santa Clara",3/22/2020 - 3/29/2020,2358,2181,2549,3/1/2020 - 3/8/2020,2771,2321,3308,-413,-14.9,39.3,46.18,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
89,1277,"300 Hayes Street, Civic Center, San Francisco",591,"2500 10th Avenue, Bella Vista, Oakland",3/22/2020 - 3/29/2020,943,807,1101,3/1/2020 - 3/8/2020,1188,891,1582,-245,-20.62,15.72,19.8,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
90,1277,"300 Hayes Street, Civic Center, San Francisco",595,"200 Ghormley Avenue, Brookfield Village, Oakland",3/22/2020 - 3/29/2020,1407,1052,1880,3/1/2020 - 3/8/2020,1506,1145,1980,-99,-6.57,23.45,25.1,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
91,1277,"300 Hayes Street, Civic Center, San Francisco",597,"1600 Eighth Street, Northwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,1031,850,1249,3/1/2020 - 3/8/2020,1234,989,1538,-203,-16.45,17.18,20.57,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
92,1277,"300 Hayes Street, Civic Center, San Francisco",602,"22000 Cameron Street, Castro Valley",3/22/2020 - 3/29/2020,1663,1535,1801,3/1/2020 - 3/8/2020,1978,1564,2501,-315,-15.93,27.72,32.97,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
93,1277,"300 Hayes Street, Civic Center, San Francisco",608,"700 11th Street, Oakland",3/22/2020 - 3/29/2020,869,697,1082,3/1/2020 - 3/8/2020,1074,774,1488,-205,-19.09,14.48,17.9,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
94,1277,"300 Hayes Street, Civic Center, San Francisco",609,"700 19th Street, West Oakland, Oakland",3/22/2020 - 3/29/2020,920,746,1133,3/1/2020 - 3/8/2020,1174,857,1608,-254,-21.64,15.33,19.57,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
95,1277,"300 Hayes Street, Civic Center, San Francisco",610,"1600 Webster Street, Downtown, Oakland",3/22/2020 - 3/29/2020,1045,902,1210,3/1/2020 - 3/8/2020,1228,984,1531,-183,-14.9,17.42,20.47,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
96,1277,"300 Hayes Street, Civic Center, San Francisco",624,"3300 Beechwood Drive, Stanley, Lafayette",3/22/2020 - 3/29/2020,1363,1265,1468,3/1/2020 - 3/8/2020,1758,1361,2270,-395,-22.47,22.72,29.3,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
97,1277,"300 Hayes Street, Civic Center, San Francisco",627,"800 Marin Road, El Sobrante",3/22/2020 - 3/29/2020,1296,1130,1486,3/1/2020 - 3/8/2020,1886,1316,2702,-590,-31.28,21.6,31.43,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
98,1277,"300 Hayes Street, Civic Center, San Francisco",628,"2300 Santa Clara Street, Richmond Annex, Richmond",3/22/2020 - 3/29/2020,973,571,1656,3/1/2020 - 3/8/2020,1357,968,1901,-384,-28.3,16.22,22.62,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
99,1277,"300 Hayes Street, Civic Center, San Francisco",629,"100 Guerrero Street, Mission Dolores, San Francisco",3/22/2020 - 3/29/2020,125,71,218,3/1/2020 - 3/8/2020,197,114,338,-72,-36.55,2.08,3.28,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
100,1277,"300 Hayes Street, Civic Center, San Francisco",641,"1400 Jackson Street, Nob Hill, San Francisco",3/22/2020 - 3/29/2020,291,214,394,3/1/2020 - 3/8/2020,424,285,630,-133,-31.37,4.85,7.07,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
101,1277,"300 Hayes Street, Civic Center, San Francisco",642,"600 Grant Avenue, Chinatown, San Francisco",3/22/2020 - 3/29/2020,439,360,534,3/1/2020 - 3/8/2020,720,502,1031,-281,-39.03,7.32,12.0,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
102,1277,"300 Hayes Street, Civic Center, San Francisco",643,"200 Myrtle Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,196,121,316,3/1/2020 - 3/8/2020,271,160,457,-75,-27.68,3.27,4.52,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
103,1277,"300 Hayes Street, Civic Center, San Francisco",644,"200 Jones Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,315,228,433,3/1/2020 - 3/8/2020,433,275,680,-118,-27.25,5.25,7.22,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
104,1277,"300 Hayes Street, Civic Center, San Francisco",645,"1400 Chestnut Street, Marina District, San Francisco",3/22/2020 - 3/29/2020,292,235,362,3/1/2020 - 3/8/2020,410,291,575,-118,-28.78,4.87,6.83,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
105,1277,"300 Hayes Street, Civic Center, San Francisco",646,"500 Clayton Street, Haight-Ashbury, San Francisco",3/22/2020 - 3/29/2020,297,219,401,3/1/2020 - 3/8/2020,406,283,580,-109,-26.85,4.95,6.77,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
106,1277,"300 Hayes Street, Civic Center, San Francisco",647,"800 Ashbury Street, Ashbury Heights, San Francisco",3/22/2020 - 3/29/2020,377,279,508,3/1/2020 - 3/8/2020,535,369,774,-158,-29.53,6.28,8.92,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
107,1277,"300 Hayes Street, Civic Center, San Francisco",648,"3800 19th Street, Dolores Heights, San Francisco",3/22/2020 - 3/29/2020,404,318,513,3/1/2020 - 3/8/2020,494,370,659,-90,-18.22,6.73,8.23,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
108,1277,"300 Hayes Street, Civic Center, San Francisco",649,"1000 Diamond Street, Noe Valley, San Francisco",3/22/2020 - 3/29/2020,653,501,850,3/1/2020 - 3/8/2020,787,615,1006,-134,-17.03,10.88,13.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
109,1277,"300 Hayes Street, Civic Center, San Francisco",650,"700 Rhode Island Street, Potrero Hill, San Francisco",3/22/2020 - 3/29/2020,244,171,346,3/1/2020 - 3/8/2020,360,234,553,-116,-32.22,4.07,6.0,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
110,1277,"300 Hayes Street, Civic Center, San Francisco",651,"2900 22nd Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,415,256,672,3/1/2020 - 3/8/2020,543,413,712,-128,-23.57,6.92,9.05,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
111,1277,"300 Hayes Street, Civic Center, San Francisco",652,"300 Hale Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,369,283,481,3/1/2020 - 3/8/2020,496,347,708,-127,-25.6,6.15,8.27,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
112,1277,"300 Hayes Street, Civic Center, San Francisco",653,"600 Lisbon Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,759,660,872,3/1/2020 - 3/8/2020,1053,794,1396,-294,-27.92,12.65,17.55,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
113,1277,"300 Hayes Street, Civic Center, San Francisco",659,"200 Staples Avenue, Outer Mission, San Francisco",3/22/2020 - 3/29/2020,497,399,617,3/1/2020 - 3/8/2020,716,506,1012,-219,-30.59,8.28,11.93,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
114,1277,"300 Hayes Street, Civic Center, San Francisco",660,"1900 Lawton Street, Sunset District, San Francisco",3/22/2020 - 3/29/2020,600,498,722,3/1/2020 - 3/8/2020,831,606,1139,-231,-27.8,10.0,13.85,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
115,1277,"300 Hayes Street, Civic Center, San Francisco",662,"1300 46th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,718,641,803,3/1/2020 - 3/8/2020,931,734,1180,-213,-22.88,11.97,15.52,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
116,1277,"300 Hayes Street, Civic Center, San Francisco",663,"200 21st Avenue, Central Richmond, San Francisco",3/22/2020 - 3/29/2020,699,631,773,3/1/2020 - 3/8/2020,925,719,1188,-226,-24.43,11.65,15.42,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
117,1277,"300 Hayes Street, Civic Center, San Francisco",664,"700 32nd Avenue, Richmond District, San Francisco",3/22/2020 - 3/29/2020,644,569,728,3/1/2020 - 3/8/2020,859,666,1107,-215,-25.03,10.73,14.32,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
118,1277,"300 Hayes Street, Civic Center, San Francisco",665,"0 Brookdale Avenue, Visitacion Valley, San Francisco",3/22/2020 - 3/29/2020,705,576,861,3/1/2020 - 3/8/2020,1138,806,1606,-433,-38.05,11.75,18.97,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
119,1277,"300 Hayes Street, Civic Center, San Francisco",666,"1200 El Camino Del Mar, Sea Cliff, San Francisco",3/22/2020 - 3/29/2020,858,762,966,3/1/2020 - 3/8/2020,1135,901,1428,-277,-24.41,14.3,18.92,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
120,1277,"300 Hayes Street, Civic Center, San Francisco",675,"200 Oriente Street, Bayshore Heights, Daly City",3/22/2020 - 3/29/2020,1084,586,2004,3/1/2020 - 3/8/2020,1037,722,1488,47,4.53,18.07,17.28,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
121,1277,"300 Hayes Street, Civic Center, San Francisco",676,"300 Citrus Avenue, Daly City",3/22/2020 - 3/29/2020,705,568,874,3/1/2020 - 3/8/2020,939,668,1319,-234,-24.92,11.75,15.65,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
122,1277,"300 Hayes Street, Civic Center, San Francisco",677,"0 Ridgefield Avenue, St. Francis, Daly City",3/22/2020 - 3/29/2020,801,684,937,3/1/2020 - 3/8/2020,1097,798,1507,-296,-26.98,13.35,18.28,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
123,1277,"300 Hayes Street, Civic Center, San Francisco",678,"2500 Crestmoor Drive, San Bruno",3/22/2020 - 3/29/2020,998,777,1280,3/1/2020 - 3/8/2020,1245,969,1599,-247,-19.84,16.63,20.75,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
124,1277,"300 Hayes Street, Civic Center, San Francisco",680,"700 South Fremont Street, North Central, San Mateo",3/22/2020 - 3/29/2020,1210,1041,1406,3/1/2020 - 3/8/2020,1536,1179,2000,-326,-21.22,20.17,25.6,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
125,1277,"300 Hayes Street, Civic Center, San Francisco",682,"1300 South Norfolk Street, Shoreview, San Mateo",3/22/2020 - 3/29/2020,1191,1025,1383,3/1/2020 - 3/8/2020,1454,1148,1840,-263,-18.09,19.85,24.23,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
126,1277,"300 Hayes Street, Civic Center, San Francisco",684,"1100 Vailwood Way, South San Mateo, San Mateo",3/22/2020 - 3/29/2020,1347,1205,1504,3/1/2020 - 3/8/2020,1704,1314,2209,-357,-20.95,22.45,28.4,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
127,1277,"300 Hayes Street, Civic Center, San Francisco",741,"1600 San Luis Avenue, Rex Manor, Mountain View",3/22/2020 - 3/29/2020,2007,1852,2174,3/1/2020 - 3/8/2020,2449,1970,3044,-442,-18.05,33.45,40.82,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
128,1277,"300 Hayes Street, Civic Center, San Francisco",805,"1400 San Rafael Street, Estudillo Estates - Glen, San Leandro",3/22/2020 - 3/29/2020,1364,1266,1468,3/1/2020 - 3/8/2020,1646,1293,2093,-282,-17.13,22.73,27.43,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
129,1277,"300 Hayes Street, Civic Center, San Francisco",808,"3000 Adeline Street, Clawson, Oakland",3/22/2020 - 3/29/2020,742,606,908,3/1/2020 - 3/8/2020,1002,723,1387,-260,-25.95,12.37,16.7,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
130,1277,"300 Hayes Street, Civic Center, San Francisco",809,"200 Santa Rosa Avenue, Grand Lake, Oakland",3/22/2020 - 3/29/2020,831,722,955,3/1/2020 - 3/8/2020,1119,814,1536,-288,-25.74,13.85,18.65,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
131,1277,"300 Hayes Street, Civic Center, San Francisco",810,"2700 Pleasant Street, School, Oakland",3/22/2020 - 3/29/2020,1004,868,1161,3/1/2020 - 3/8/2020,1268,945,1699,-264,-20.82,16.73,21.13,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
132,1277,"300 Hayes Street, Civic Center, San Francisco",812,"2000 Francisco Street, North Berkeley, Berkeley",3/22/2020 - 3/29/2020,1202,1072,1347,3/1/2020 - 3/8/2020,1640,1282,2097,-438,-26.71,20.03,27.33,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
133,1277,"300 Hayes Street, Civic Center, San Francisco",813,"2500 Parker Street, Elmwood, Berkeley",3/22/2020 - 3/29/2020,1196,1077,1327,3/1/2020 - 3/8/2020,1587,1217,2068,-391,-24.64,19.93,26.45,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
134,1277,"300 Hayes Street, Civic Center, San Francisco",814,"1400 168th Avenue, San Leandro",3/22/2020 - 3/29/2020,1571,1439,1714,3/1/2020 - 3/8/2020,1867,1446,2410,-296,-15.85,26.18,31.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
135,1277,"300 Hayes Street, Civic Center, San Francisco",817,"400 Oxford Way, Belmont",3/22/2020 - 3/29/2020,1373,1198,1573,3/1/2020 - 3/8/2020,1708,1330,2193,-335,-19.61,22.88,28.47,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
136,1277,"300 Hayes Street, Civic Center, San Francisco",818,"700 Bay Road, Staumbaugh Heller, Redwood City",3/22/2020 - 3/29/2020,1572,1447,1707,3/1/2020 - 3/8/2020,1976,1554,2511,-404,-20.45,26.2,32.93,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
137,1277,"300 Hayes Street, Civic Center, San Francisco",843,"2400 Channing Way, Southside, Berkeley",3/22/2020 - 3/29/2020,1294,1145,1462,3/1/2020 - 3/8/2020,1661,1270,2170,-367,-22.1,21.57,27.68,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
138,1277,"300 Hayes Street, Civic Center, San Francisco",858,"600 Geneva Avenue, Outer Mission, San Francisco",3/22/2020 - 3/29/2020,568,436,739,3/1/2020 - 3/8/2020,810,567,1155,-242,-29.88,9.47,13.5,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
139,1277,"300 Hayes Street, Civic Center, San Francisco",859,"2200 24th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,880,672,1152,3/1/2020 - 3/8/2020,1072,816,1406,-192,-17.91,14.67,17.87,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
140,1277,"300 Hayes Street, Civic Center, San Francisco",860,"2300 Cabrillo Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,579,508,659,3/1/2020 - 3/8/2020,756,581,983,-177,-23.41,9.65,12.6,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
141,1277,"300 Hayes Street, Civic Center, San Francisco",866,"0 Bernard Street, Nob Hill, San Francisco",3/22/2020 - 3/29/2020,367,267,502,3/1/2020 - 3/8/2020,518,357,750,-151,-29.15,6.12,8.63,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
142,1277,"300 Hayes Street, Civic Center, San Francisco",867,"2200 Post Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,279,187,415,3/1/2020 - 3/8/2020,371,244,563,-92,-24.8,4.65,6.18,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
143,1277,"300 Hayes Street, Civic Center, San Francisco",868,"500 Diamond Street, Noe Valley, San Francisco",3/22/2020 - 3/29/2020,595,423,835,3/1/2020 - 3/8/2020,668,525,849,-73,-10.93,9.92,11.13,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
144,1277,"300 Hayes Street, Civic Center, San Francisco",886,"4400 Telegraph Avenue, Temescal, Oakland",3/22/2020 - 3/29/2020,828,659,1039,3/1/2020 - 3/8/2020,1112,803,1538,-284,-25.54,13.8,18.53,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
145,1277,"300 Hayes Street, Civic Center, San Francisco",904,"400 North Fernwood Circle, Snail, Sunnyvale",3/22/2020 - 3/29/2020,2294,2115,2487,3/1/2020 - 3/8/2020,2717,2208,3342,-423,-15.57,38.23,45.28,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
146,1277,"300 Hayes Street, Civic Center, San Francisco",905,"1000 Pine Street, Lower Nob Hill, San Francisco",3/22/2020 - 3/29/2020,300,212,423,3/1/2020 - 3/8/2020,429,283,649,-129,-30.07,5.0,7.15,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
147,1277,"300 Hayes Street, Civic Center, San Francisco",906,"2700 Octavia Street, Cow Hollow, San Francisco",3/22/2020 - 3/29/2020,243,190,309,3/1/2020 - 3/8/2020,361,246,527,-118,-32.69,4.05,6.02,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
148,1277,"300 Hayes Street, Civic Center, San Francisco",907,"2500 Turk Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,335,255,439,3/1/2020 - 3/8/2020,431,317,585,-96,-22.27,5.58,7.18,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
149,1277,"300 Hayes Street, Civic Center, San Francisco",908,"1200 18th Street, Potrero Hill, San Francisco",3/22/2020 - 3/29/2020,363,277,475,3/1/2020 - 3/8/2020,643,449,919,-280,-43.55,6.05,10.72,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
150,1277,"300 Hayes Street, Civic Center, San Francisco",909,"1400 40th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,686,586,802,3/1/2020 - 3/8/2020,897,682,1179,-211,-23.52,11.43,14.95,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
151,1277,"300 Hayes Street, Civic Center, San Francisco",910,"700 La Playa Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,735,642,841,3/1/2020 - 3/8/2020,948,740,1213,-213,-22.47,12.25,15.8,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
152,1277,"300 Hayes Street, Civic Center, San Francisco",915,"300 Dolores Way, Sunshine Gardens, South San Francisco",3/22/2020 - 3/29/2020,923,830,1025,3/1/2020 - 3/8/2020,1221,971,1535,-298,-24.41,15.38,20.35,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
153,1277,"300 Hayes Street, Civic Center, San Francisco",927,"800 Aspen Way, Palo Verde, Palo Alto",3/22/2020 - 3/29/2020,1961,1813,2121,3/1/2020 - 3/8/2020,2327,1899,2851,-366,-15.73,32.68,38.78,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
154,1277,"300 Hayes Street, Civic Center, San Francisco",950,"Old Sled Trail, Bolinas",3/22/2020 - 3/29/2020,830,617,1115,3/1/2020 - 3/8/2020,1026,808,1301,-196,-19.1,13.83,17.1,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
155,1277,"300 Hayes Street, Civic Center, San Francisco",954,"2900 Willow Road, San Pablo",3/22/2020 - 3/29/2020,1222,1054,1416,3/1/2020 - 3/8/2020,1667,1209,2297,-445,-26.69,20.37,27.78,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
156,1277,"300 Hayes Street, Civic Center, San Francisco",963,"600 Sutter Street, Lower Nob Hill, San Francisco",3/22/2020 - 3/29/2020,279,186,417,3/1/2020 - 3/8/2020,434,286,657,-155,-35.71,4.65,7.23,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
157,1277,"300 Hayes Street, Civic Center, San Francisco",964,"2900 Broderick Street, Cow Hollow, San Francisco",3/22/2020 - 3/29/2020,404,226,719,3/1/2020 - 3/8/2020,584,416,818,-180,-30.82,6.73,9.73,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
158,1277,"300 Hayes Street, Civic Center, San Francisco",965,"200 Topeka Avenue, Silver Terrace, San Francisco",3/22/2020 - 3/29/2020,651,461,917,3/1/2020 - 3/8/2020,794,577,1090,-143,-18.01,10.85,13.23,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
159,1277,"300 Hayes Street, Civic Center, San Francisco",967,"1400 32nd Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,634,537,747,3/1/2020 - 3/8/2020,831,632,1092,-197,-23.71,10.57,13.85,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
160,1277,"300 Hayes Street, Civic Center, San Francisco",968,"3200 Anza Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,645,560,741,3/1/2020 - 3/8/2020,853,663,1096,-208,-24.38,10.75,14.22,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
161,1277,"300 Hayes Street, Civic Center, San Francisco",983,"4100 Fairlands Drive, Pleasanton",3/22/2020 - 3/29/2020,2291,2132,2461,3/1/2020 - 3/8/2020,2583,2123,3141,-292,-11.3,38.18,43.05,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
162,1277,"300 Hayes Street, Civic Center, San Francisco",1025,"Briones to Mount Diablo Regional Trail, Walnut Creek",3/22/2020 - 3/29/2020,1448,1335,1570,3/1/2020 - 3/8/2020,1839,1442,2343,-391,-21.26,24.13,30.65,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
163,1277,"300 Hayes Street, Civic Center, San Francisco",1030,"5300 Lawton Avenue, Shafter, Oakland",3/22/2020 - 3/29/2020,862,724,1025,3/1/2020 - 3/8/2020,1147,855,1537,-285,-24.85,14.37,19.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
164,1277,"300 Hayes Street, Civic Center, San Francisco",1031,"1100 Cambridge Drive, Lafayette",3/22/2020 - 3/29/2020,1288,1188,1396,3/1/2020 - 3/8/2020,1682,1296,2182,-394,-23.42,21.47,28.03,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
165,1277,"300 Hayes Street, Civic Center, San Francisco",1032,"Shore Trail, Lafayette",3/22/2020 - 3/29/2020,1267,1156,1387,3/1/2020 - 3/8/2020,1640,1263,2128,-373,-22.74,21.12,27.33,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
166,1277,"300 Hayes Street, Civic Center, San Francisco",1036,"Wilder Road, Wilder, Orinda",3/22/2020 - 3/29/2020,1119,955,1310,3/1/2020 - 3/8/2020,1425,1090,1862,-306,-21.47,18.65,23.75,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
167,1277,"300 Hayes Street, Civic Center, San Francisco",1038,"Kestrel Loop Trail, Rodeo",3/22/2020 - 3/29/2020,1639,1410,1905,3/1/2020 - 3/8/2020,2129,1514,2993,-490,-23.02,27.32,35.48,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
168,1277,"300 Hayes Street, Civic Center, San Francisco",1045,"100 Pearl Street, Oakland Ave - Harrison St, Oakland",3/22/2020 - 3/29/2020,847,736,974,3/1/2020 - 3/8/2020,1139,874,1483,-292,-25.64,14.12,18.98,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
169,1277,"300 Hayes Street, Civic Center, San Francisco",1046,"300 Grand Avenue, Adams Point, Oakland",3/22/2020 - 3/29/2020,875,747,1024,3/1/2020 - 3/8/2020,1159,837,1603,-284,-24.5,14.58,19.32,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
