,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Baseline Date Range,Baseline Mean Travel Time (Seconds),Baseline Range - Lower Bound Travel Time (Seconds),Baseline Range - Upper Bound Travel Time (Seconds),Comparison Date Range,Comparison Mean Travel Time (Seconds),Comparison Range - Lower Bound Travel Time (Seconds),Comparison Range - Upper Bound Travel Time (Seconds),Mean Difference,Percent Difference,Baseline Mean Travel Time (Minutes),Comparison Mean Travel Time (Minutes),Base Start,Base End,Comparison Start,Comparison End
170,1277,"300 Hayes Street, Civic Center, San Francisco",1047,"1700 Eastshore Boulevard, El Cerrito",3/22/2020 - 3/29/2020,1036,819,1309,3/1/2020 - 3/8/2020,1414,1012,1975,-378,-26.73,17.27,23.57,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
171,1277,"300 Hayes Street, Civic Center, San Francisco",1048,"Upper Fire Trail, Berkeley",3/22/2020 - 3/29/2020,1042,868,1249,3/1/2020 - 3/8/2020,1367,1018,1835,-325,-23.77,17.37,22.78,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
172,1277,"300 Hayes Street, Civic Center, San Francisco",1050,"3700 Towns Court, Pinole",3/22/2020 - 3/29/2020,1367,863,2163,3/1/2020 - 3/8/2020,1923,1374,2690,-556,-28.91,22.78,32.05,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
173,1277,"300 Hayes Street, Civic Center, San Francisco",1053,"500 Haddon Road, Cleveland Heights, Oakland",3/22/2020 - 3/29/2020,910,782,1058,3/1/2020 - 3/8/2020,1173,865,1589,-263,-22.42,15.17,19.55,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
174,1277,"300 Hayes Street, Civic Center, San Francisco",1056,"100 Lakeside Drive, Downtown Oakland, Oakland",3/22/2020 - 3/29/2020,1049,888,1238,3/1/2020 - 3/8/2020,1319,965,1802,-270,-20.47,17.48,21.98,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
175,1277,"300 Hayes Street, Civic Center, San Francisco",1057,"6300 Brookside Avenue, Upper Rockridge, Oakland",3/22/2020 - 3/29/2020,915,776,1078,3/1/2020 - 3/8/2020,1218,913,1624,-303,-24.88,15.25,20.3,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
176,1277,"300 Hayes Street, Civic Center, San Francisco",1059,"900 East 22nd Street, Clinton, Oakland",3/22/2020 - 3/29/2020,1014,871,1179,3/1/2020 - 3/8/2020,1207,1017,1431,-193,-15.99,16.9,20.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
177,1277,"300 Hayes Street, Civic Center, San Francisco",1060,"3600 East 8th Street, South Kennedy Tract, Oakland",3/22/2020 - 3/29/2020,1067,885,1286,3/1/2020 - 3/8/2020,1311,954,1800,-244,-18.61,17.78,21.85,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
178,1277,"300 Hayes Street, Civic Center, San Francisco",1063,"800 54th Avenue, Coliseum Industrial, Oakland",3/22/2020 - 3/29/2020,1142,921,1415,3/1/2020 - 3/8/2020,1368,994,1881,-226,-16.52,19.03,22.8,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
179,1277,"300 Hayes Street, Civic Center, San Francisco",1066,"7200 Doolittle Drive, Oakland",3/22/2020 - 3/29/2020,1306,1047,1628,3/1/2020 - 3/8/2020,1559,1159,2096,-253,-16.23,21.77,25.98,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
180,1277,"300 Hayes Street, Civic Center, San Francisco",1068,"1600 Poplar Street, West Oakland, Oakland",3/22/2020 - 3/29/2020,797,670,947,3/1/2020 - 3/8/2020,1020,740,1404,-223,-21.86,13.28,17.0,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
181,1277,"300 Hayes Street, Civic Center, San Francisco",1069,"700 Hillside Avenue, Albany",3/22/2020 - 3/29/2020,932,765,1135,3/1/2020 - 3/8/2020,1291,928,1794,-359,-27.81,15.53,21.52,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
182,1277,"300 Hayes Street, Civic Center, San Francisco",1072,"1700 Chestnut Street, Northwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,978,871,1098,3/1/2020 - 3/8/2020,1287,1018,1625,-309,-24.01,16.3,21.45,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
183,1277,"300 Hayes Street, Civic Center, San Francisco",1074,"2300 Ninth Street, Southwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,935,807,1082,3/1/2020 - 3/8/2020,1222,926,1612,-287,-23.49,15.58,20.37,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
184,1277,"300 Hayes Street, Civic Center, San Francisco",1080,"Pier 2, Emeryville",3/22/2020 - 3/29/2020,727,581,909,3/1/2020 - 3/8/2020,942,676,1310,-215,-22.82,12.12,15.7,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
185,1277,"300 Hayes Street, Civic Center, San Francisco",1082,"2000 Clement Avenue, Alameda",3/22/2020 - 3/29/2020,1167,1080,1260,3/1/2020 - 3/8/2020,1408,1082,1831,-241,-17.12,19.45,23.47,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
186,1277,"300 Hayes Street, Civic Center, San Francisco",1085,"22200 Eden Canyon Road, Castro Valley",3/22/2020 - 3/29/2020,1782,1646,1928,3/1/2020 - 3/8/2020,2088,1678,2597,-306,-14.66,29.7,34.8,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
187,1277,"300 Hayes Street, Civic Center, San Francisco",1087,"900 Dowling Boulevard, Broadmoor, San Leandro",3/22/2020 - 3/29/2020,1325,1224,1434,3/1/2020 - 3/8/2020,1635,1259,2121,-310,-18.96,22.08,27.25,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
188,1277,"300 Hayes Street, Civic Center, San Francisco",1089,"1700 Wayne Avenue, Davis Tract, San Leandro",3/22/2020 - 3/29/2020,1478,1084,2014,3/1/2020 - 3/8/2020,1602,1231,2083,-124,-7.74,24.63,26.7,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
189,1277,"300 Hayes Street, Civic Center, San Francisco",1090,"200 Reva Avenue, Davis Tract, San Leandro",3/22/2020 - 3/29/2020,1439,1060,1952,3/1/2020 - 3/8/2020,1544,1216,1959,-105,-6.8,23.98,25.73,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
190,1277,"300 Hayes Street, Civic Center, San Francisco",1097,"15500 Tracy Street, San Lorenzo",3/22/2020 - 3/29/2020,1528,1381,1689,3/1/2020 - 3/8/2020,1930,1455,2560,-402,-20.83,25.47,32.17,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
191,1277,"300 Hayes Street, Civic Center, San Francisco",1098,"600 Elgin Street, San Lorenzo",3/22/2020 - 3/29/2020,1483,1356,1620,3/1/2020 - 3/8/2020,1802,1376,2359,-319,-17.7,24.72,30.03,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
192,1277,"300 Hayes Street, Civic Center, San Francisco",1099,"30600 Palomares Road, Castro Valley",3/22/2020 - 3/29/2020,1742,1607,1887,3/1/2020 - 3/8/2020,2086,1641,2651,-344,-16.49,29.03,34.77,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
193,1277,"300 Hayes Street, Civic Center, San Francisco",1119,"0 Locust Avenue, Larkspur",3/22/2020 - 3/29/2020,1264,1100,1451,3/1/2020 - 3/8/2020,1561,1265,1925,-297,-19.03,21.07,26.02,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
194,1277,"300 Hayes Street, Civic Center, San Francisco",1120,"0 Spindrift Passage, Corte Madera",3/22/2020 - 3/29/2020,1248,1022,1522,3/1/2020 - 3/8/2020,1458,1191,1784,-210,-14.4,20.8,24.3,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
195,1277,"300 Hayes Street, Civic Center, San Francisco",1121,"300 Ridgewood Avenue, Mill Valley",3/22/2020 - 3/29/2020,1048,796,1379,3/1/2020 - 3/8/2020,1242,1031,1494,-194,-15.62,17.47,20.7,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
196,1277,"300 Hayes Street, Civic Center, San Francisco",1211,"700 Coleman Avenue, Menlo Park",3/22/2020 - 3/29/2020,1785,1656,1923,3/1/2020 - 3/8/2020,2212,1770,2763,-427,-19.3,29.75,36.87,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
197,1277,"300 Hayes Street, Civic Center, San Francisco",1244,"800 Jackson Street, Chinatown, San Francisco",3/22/2020 - 3/29/2020,430,334,552,3/1/2020 - 3/8/2020,704,490,1010,-274,-38.92,7.17,11.73,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
198,1277,"300 Hayes Street, Civic Center, San Francisco",1245,"500 Geary Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,274,200,374,3/1/2020 - 3/8/2020,420,278,634,-146,-34.76,4.57,7.0,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
199,1277,"300 Hayes Street, Civic Center, San Francisco",1246,"300 McAllister Street, Civic Center, San Francisco",3/22/2020 - 3/29/2020,104,51,209,3/1/2020 - 3/8/2020,138,63,302,-34,-24.64,1.73,2.3,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
200,1277,"300 Hayes Street, Civic Center, San Francisco",1247,"100 Magnolia Street, Marina District, San Francisco",3/22/2020 - 3/29/2020,297,228,385,3/1/2020 - 3/8/2020,424,293,613,-127,-29.95,4.95,7.07,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
201,1277,"300 Hayes Street, Civic Center, San Francisco",1257,"2400 Octavia Street, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,177,131,238,3/1/2020 - 3/8/2020,266,170,414,-89,-33.46,2.95,4.43,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
202,1277,"300 Hayes Street, Civic Center, San Francisco",1258,"2600 Broadway, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,378,275,519,3/1/2020 - 3/8/2020,548,375,798,-170,-31.02,6.3,9.13,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
203,1277,"300 Hayes Street, Civic Center, San Francisco",1259,"2100 Divisadero Street, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,385,301,491,3/1/2020 - 3/8/2020,521,378,716,-136,-26.1,6.42,8.68,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
204,1277,"300 Hayes Street, Civic Center, San Francisco",1260,"1800 Scott Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,323,237,438,3/1/2020 - 3/8/2020,452,318,642,-129,-28.54,5.38,7.53,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
205,1277,"300 Hayes Street, Civic Center, San Francisco",1261,"700 Presidio Avenue, Western Addition, San Francisco",3/22/2020 - 3/29/2020,410,319,525,3/1/2020 - 3/8/2020,528,388,717,-118,-22.35,6.83,8.8,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
206,1277,"300 Hayes Street, Civic Center, San Francisco",1265,"0 Stoneybrook Avenue, Excelsior, San Francisco",3/22/2020 - 3/29/2020,435,309,610,3/1/2020 - 3/8/2020,610,433,857,-175,-28.69,7.25,10.17,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
207,1277,"300 Hayes Street, Civic Center, San Francisco",1271,"200 Bacon Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,398,303,521,3/1/2020 - 3/8/2020,530,373,752,-132,-24.91,6.63,8.83,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
208,1277,"300 Hayes Street, Civic Center, San Francisco",1272,"500 Moscow Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,666,592,748,3/1/2020 - 3/8/2020,981,748,1286,-315,-32.11,11.1,16.35,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
209,1277,"300 Hayes Street, Civic Center, San Francisco",1273,"200 Naglee Avenue, Outer Mission, San Francisco",3/22/2020 - 3/29/2020,570,467,694,3/1/2020 - 3/8/2020,801,569,1125,-231,-28.84,9.5,13.35,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
210,1277,"300 Hayes Street, Civic Center, San Francisco",1275,"0 McLaren Avenue, Sea Cliff, San Francisco",3/22/2020 - 3/29/2020,834,637,1091,3/1/2020 - 3/8/2020,1006,774,1306,-172,-17.1,13.9,16.77,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
211,1277,"300 Hayes Street, Civic Center, San Francisco",1276,"1100 Golden Gate Avenue, Western Addition, San Francisco",3/22/2020 - 3/29/2020,171,82,354,3/1/2020 - 3/8/2020,192,92,399,-21,-10.94,2.85,3.2,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
212,1277,"300 Hayes Street, Civic Center, San Francisco",1278,"100 Noe Street, The Castro, San Francisco",3/22/2020 - 3/29/2020,257,182,361,3/1/2020 - 3/8/2020,321,221,464,-64,-19.94,4.28,5.35,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
213,1277,"300 Hayes Street, Civic Center, San Francisco",1279,"1100 Folsom Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,239,141,403,3/1/2020 - 3/8/2020,296,183,478,-57,-19.26,3.98,4.93,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
214,1277,"300 Hayes Street, Civic Center, San Francisco",1280,"300 Church Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,276,194,392,3/1/2020 - 3/8/2020,353,245,507,-77,-21.81,4.6,5.88,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
215,1277,"300 Hayes Street, Civic Center, San Francisco",1281,"700 Guerrero Street, Mission Dolores, San Francisco",3/22/2020 - 3/29/2020,320,238,429,3/1/2020 - 3/8/2020,445,327,604,-125,-28.09,5.33,7.42,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
216,1277,"300 Hayes Street, Civic Center, San Francisco",1282,"1600 Church Street, Noe Valley, San Francisco",3/22/2020 - 3/29/2020,625,473,825,3/1/2020 - 3/8/2020,790,612,1019,-165,-20.89,10.42,13.17,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
217,1277,"300 Hayes Street, Civic Center, San Francisco",1291,"1500 Balboa Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,544,438,675,3/1/2020 - 3/8/2020,723,541,964,-179,-24.76,9.07,12.05,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
218,1277,"300 Hayes Street, Civic Center, San Francisco",1292,"1300 Wright Loop, Presidio, San Francisco",3/22/2020 - 3/29/2020,629,499,792,3/1/2020 - 3/8/2020,823,605,1118,-194,-23.57,10.48,13.72,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
219,1277,"300 Hayes Street, Civic Center, San Francisco",1293,"400 Moraga Street, Sunset District, San Francisco",3/22/2020 - 3/29/2020,577,481,692,3/1/2020 - 3/8/2020,777,573,1051,-200,-25.74,9.62,12.95,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
220,1277,"300 Hayes Street, Civic Center, San Francisco",1294,"600 Panorama Drive, Midtown Terrace, San Francisco",3/22/2020 - 3/29/2020,672,548,823,3/1/2020 - 3/8/2020,926,717,1195,-254,-27.43,11.2,15.43,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
221,1277,"300 Hayes Street, Civic Center, San Francisco",1295,"0 Avoca Alley, West of Twin Peaks, San Francisco",3/22/2020 - 3/29/2020,655,522,821,3/1/2020 - 3/8/2020,1061,790,1424,-406,-38.27,10.92,17.68,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
222,1277,"300 Hayes Street, Civic Center, San Francisco",1296,"1300 22nd Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,541,453,645,3/1/2020 - 3/8/2020,739,544,1003,-198,-26.79,9.02,12.32,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
223,1277,"300 Hayes Street, Civic Center, San Francisco",1297,"100 Font Boulevard, Lakeshore, San Francisco",3/22/2020 - 3/29/2020,851,669,1082,3/1/2020 - 3/8/2020,1172,867,1582,-321,-27.39,14.18,19.53,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
224,1277,"300 Hayes Street, Civic Center, San Francisco",1298,"200 3rd Avenue, Richmond District, San Francisco",3/22/2020 - 3/29/2020,511,436,598,3/1/2020 - 3/8/2020,665,509,868,-154,-23.16,8.52,11.08,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
225,1277,"300 Hayes Street, Civic Center, San Francisco",1299,"8700 Mission Rock Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,382,279,522,3/1/2020 - 3/8/2020,576,398,831,-194,-33.68,6.37,9.6,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
226,1277,"300 Hayes Street, Civic Center, San Francisco",1300,"200 John F Kennedy Drive, Golden Gate Park, San Francisco",3/22/2020 - 3/29/2020,288,200,413,3/1/2020 - 3/8/2020,409,256,652,-121,-29.58,4.8,6.82,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
227,1277,"300 Hayes Street, Civic Center, San Francisco",1302,"Tasman Drive, Santa Clara",3/22/2020 - 3/29/2020,2347,2119,2598,3/1/2020 - 3/8/2020,2892,2297,3640,-545,-18.85,39.12,48.2,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
228,1277,"300 Hayes Street, Civic Center, San Francisco",1304,"2300 Lafayette Street, Santa Clara",3/22/2020 - 3/29/2020,2488,2214,2795,3/1/2020 - 3/8/2020,2960,2389,3666,-472,-15.95,41.47,49.33,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
229,1277,"300 Hayes Street, Civic Center, San Francisco",1339,"700 San Juan Drive, San Miguel, Sunnyvale",3/22/2020 - 3/29/2020,2376,2184,2584,3/1/2020 - 3/8/2020,2942,2293,3773,-566,-19.24,39.6,49.03,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
230,1277,"300 Hayes Street, Civic Center, San Francisco",1437,"200 Knowles Avenue, Daly City",3/22/2020 - 3/29/2020,660,534,815,3/1/2020 - 3/8/2020,950,673,1339,-290,-30.53,11.0,15.83,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
231,1277,"300 Hayes Street, Civic Center, San Francisco",1438,"300 87th Street, St. Francis, Daly City",3/22/2020 - 3/29/2020,682,545,853,3/1/2020 - 3/8/2020,912,664,1250,-230,-25.22,11.37,15.2,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
232,1277,"300 Hayes Street, Civic Center, San Francisco",1443,"100 Serramonte Boulevard, Serramonte, Daly City",3/22/2020 - 3/29/2020,772,627,949,3/1/2020 - 3/8/2020,1027,750,1405,-255,-24.83,12.87,17.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
233,1277,"300 Hayes Street, Civic Center, San Francisco",1446,"700 Larch Avenue, Paradise Valley, South San Francisco",3/22/2020 - 3/29/2020,806,722,898,3/1/2020 - 3/8/2020,1072,828,1387,-266,-24.81,13.43,17.87,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
234,1277,"300 Hayes Street, Civic Center, San Francisco",1448,"300 Baden Avenue, Downtown, South San Francisco",3/22/2020 - 3/29/2020,768,681,865,3/1/2020 - 3/8/2020,1052,795,1390,-284,-27.0,12.8,17.53,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
235,1277,"300 Hayes Street, Civic Center, San Francisco",1449,"500 Forbes Boulevard, The East Side, South San Francisco",3/22/2020 - 3/29/2020,697,542,895,3/1/2020 - 3/8/2020,857,663,1106,-160,-18.67,11.62,14.28,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
236,1277,"300 Hayes Street, Civic Center, San Francisco",1450,"0 Brookhaven Court, Fairmont, Pacifica",3/22/2020 - 3/29/2020,838,737,951,3/1/2020 - 3/8/2020,1135,806,1598,-297,-26.17,13.97,18.92,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
237,1277,"300 Hayes Street, Civic Center, San Francisco",1454,"300 East 28th Avenue, South San Mateo, San Mateo",3/22/2020 - 3/29/2020,1297,1128,1491,3/1/2020 - 3/8/2020,1676,1260,2228,-379,-22.61,21.62,27.93,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
238,1277,"300 Hayes Street, Civic Center, San Francisco",1455,"1800 Helene Court, East San Mateo, San Mateo",3/22/2020 - 3/29/2020,1176,1009,1370,3/1/2020 - 3/8/2020,1435,1130,1821,-259,-18.05,19.6,23.92,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
239,1277,"300 Hayes Street, Civic Center, San Francisco",1457,"1500 Donner Avenue, San Bruno",3/22/2020 - 3/29/2020,946,861,1038,3/1/2020 - 3/8/2020,1254,982,1600,-308,-24.56,15.77,20.9,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
240,1277,"300 Hayes Street, Civic Center, San Francisco",1460,"400 Williams Place, Central San Mateo, San Mateo",3/22/2020 - 3/29/2020,1479,1184,1847,3/1/2020 - 3/8/2020,1534,1255,1874,-55,-3.59,24.65,25.57,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
241,1277,"300 Hayes Street, Civic Center, San Francisco",1461,"200 North Fremont Street, Central San Mateo, San Mateo",3/22/2020 - 3/29/2020,1129,1012,1258,3/1/2020 - 3/8/2020,1426,1105,1839,-297,-20.83,18.82,23.77,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
242,1277,"300 Hayes Street, Civic Center, San Francisco",1464,"200 Cupertino Way, South San Mateo, San Mateo",3/22/2020 - 3/29/2020,1334,1181,1506,3/1/2020 - 3/8/2020,1725,1317,2258,-391,-22.67,22.23,28.75,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
243,1277,"300 Hayes Street, Civic Center, San Francisco",1472,"200 Oakhurst Place, Suburban Park - Lorelei Manor - Flood Park Triangle, Menlo Park",3/22/2020 - 3/29/2020,1708,1593,1830,3/1/2020 - 3/8/2020,2130,1727,2626,-422,-19.81,28.47,35.5,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
244,1277,"300 Hayes Street, Civic Center, San Francisco",1498,"1100 Park Avenue, Emeryville",3/22/2020 - 3/29/2020,763,641,907,3/1/2020 - 3/8/2020,1189,827,1708,-426,-35.83,12.72,19.82,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
245,1277,"300 Hayes Street, Civic Center, San Francisco",1504,"5800 Christie Avenue, Emeryville",3/22/2020 - 3/29/2020,752,635,890,3/1/2020 - 3/8/2020,1007,725,1398,-255,-25.32,12.53,16.78,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
246,1277,"300 Hayes Street, Civic Center, San Francisco",1512,"2000 Essex Street, South Berkeley, Berkeley",3/22/2020 - 3/29/2020,998,872,1141,3/1/2020 - 3/8/2020,1455,1049,2016,-457,-31.41,16.63,24.25,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
247,1277,"300 Hayes Street, Civic Center, San Francisco",1513,"Dwight D. Eisenhower Highway, Berkeley",3/22/2020 - 3/29/2020,840,704,1001,3/1/2020 - 3/8/2020,1121,812,1546,-281,-25.07,14.0,18.68,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
248,1277,"300 Hayes Street, Civic Center, San Francisco",1518,"1300 67th Street, Southwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,924,830,1028,3/1/2020 - 3/8/2020,1134,835,1539,-210,-18.52,15.4,18.9,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
249,1277,"300 Hayes Street, Civic Center, San Francisco",1519,"2600 99th Avenue, Toler Heights, Oakland",3/22/2020 - 3/29/2020,1264,1170,1365,3/1/2020 - 3/8/2020,1595,1213,2096,-331,-20.75,21.07,26.58,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
250,1277,"300 Hayes Street, Civic Center, San Francisco",1528,"6400 Gwin Road, Merriewood, Oakland",3/22/2020 - 3/29/2020,971,824,1143,3/1/2020 - 3/8/2020,1267,954,1682,-296,-23.36,16.18,21.12,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
251,1277,"300 Hayes Street, Civic Center, San Francisco",1534,"600 East 8th Street, Downtown Oakland, Oakland",3/22/2020 - 3/29/2020,984,806,1199,3/1/2020 - 3/8/2020,1212,875,1676,-228,-18.81,16.4,20.2,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
252,1277,"300 Hayes Street, Civic Center, San Francisco",1536,"2900 Sheffield Avenue, Reservoir Hills, Oakland",3/22/2020 - 3/29/2020,980,850,1128,3/1/2020 - 3/8/2020,1238,922,1661,-258,-20.84,16.33,20.63,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
253,1277,"300 Hayes Street, Civic Center, San Francisco",1537,"3200 Suter Street, Upper Peralta Creek, Oakland",3/22/2020 - 3/29/2020,1030,892,1189,3/1/2020 - 3/8/2020,1293,967,1728,-263,-20.34,17.17,21.55,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
254,1277,"300 Hayes Street, Civic Center, San Francisco",1545,"1300 Willow Avenue, Hercules",3/22/2020 - 3/29/2020,1576,1335,1859,3/1/2020 - 3/8/2020,2013,1455,2783,-437,-21.71,26.27,33.55,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
255,1277,"300 Hayes Street, Civic Center, San Francisco",1546,"5400 Sobrante Avenue, El Sobrante",3/22/2020 - 3/29/2020,1349,749,2428,3/1/2020 - 3/8/2020,1887,1350,2637,-538,-28.51,22.48,31.45,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
256,1277,"300 Hayes Street, Civic Center, San Francisco",1547,"2600 Brian Road, San Pablo",3/22/2020 - 3/29/2020,1361,1173,1578,3/1/2020 - 3/8/2020,1926,1358,2730,-565,-29.34,22.68,32.1,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
257,1277,"300 Hayes Street, Civic Center, San Francisco",1559,"500 Embarcadero West, Downtown Oakland, Oakland",3/22/2020 - 3/29/2020,894,719,1111,3/1/2020 - 3/8/2020,1098,791,1523,-204,-18.58,14.9,18.3,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
258,1277,"300 Hayes Street, Civic Center, San Francisco",1570,"0 Tehan Canyon Road, Pleasanton",3/22/2020 - 3/29/2020,1941,1797,2095,3/1/2020 - 3/8/2020,2221,1817,2713,-280,-12.61,32.35,37.02,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
259,1277,"300 Hayes Street, Civic Center, San Francisco",1577,"800 West Tower Avenue, Alameda",3/22/2020 - 3/29/2020,1108,1026,1195,3/1/2020 - 3/8/2020,1531,1198,1956,-423,-27.63,18.47,25.52,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
260,1277,"300 Hayes Street, Civic Center, San Francisco",1608,"1100 Studebaker Road, Saranap, Walnut Creek",3/22/2020 - 3/29/2020,1446,1346,1552,3/1/2020 - 3/8/2020,1829,1436,2328,-383,-20.94,24.1,30.48,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
261,1277,"300 Hayes Street, Civic Center, San Francisco",1629,"500 Peru Avenue, Excelsior, San Francisco",3/22/2020 - 3/29/2020,551,451,673,3/1/2020 - 3/8/2020,804,522,1236,-253,-31.47,9.18,13.4,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
262,1277,"300 Hayes Street, Civic Center, San Francisco",1630,"800 Bacon Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,491,412,585,3/1/2020 - 3/8/2020,793,548,1146,-302,-38.08,8.18,13.22,3/22/2020 , 3/29/2020,3/1/2020 , 3/8/2020
