,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),Mean Travel Time (Minute)
38,1277,"300 Hayes Street, Civic Center, San Francisco",194,"600 Aileen Street, Upper Telegraph, Oakland",3/1/2020 - 3/8/2020,1331,955,1853,22.18
39,1277,"300 Hayes Street, Civic Center, San Francisco",206,"1300 15th Street, Mission District, San Francisco",3/1/2020 - 3/8/2020,283,179,446,4.72
40,1277,"300 Hayes Street, Civic Center, San Francisco",207,"1100 Guerrero Street, Mission District, San Francisco",3/1/2020 - 3/8/2020,633,481,832,10.55
41,1277,"300 Hayes Street, Civic Center, San Francisco",208,"600 Alabama Street, Mission District, San Francisco",3/1/2020 - 3/8/2020,467,341,638,7.78
42,1277,"300 Hayes Street, Civic Center, San Francisco",209,"300 Wilde Avenue, Visitacion Valley, San Francisco",3/1/2020 - 3/8/2020,585,419,815,9.75
43,1277,"300 Hayes Street, Civic Center, San Francisco",210,"100 Ramsell Street, Oceanview, San Francisco",3/1/2020 - 3/8/2020,868,621,1213,14.47
44,1277,"300 Hayes Street, Civic Center, San Francisco",211,"200 16th Avenue, Richmond District, San Francisco",3/1/2020 - 3/8/2020,885,669,1170,14.75
45,1277,"300 Hayes Street, Civic Center, San Francisco",212,"500 Washington Street, Financial District, San Francisco",3/1/2020 - 3/8/2020,772,542,1098,12.87
46,1277,"300 Hayes Street, Civic Center, San Francisco",216,"3700 Lake Ontario Drive, Lakes and Birds, Fremont",3/1/2020 - 3/8/2020,2256,1897,2682,37.6
47,1277,"300 Hayes Street, Civic Center, San Francisco",232,"1000 Beech Street, East Palo Alto",3/1/2020 - 3/8/2020,2218,1761,2793,36.97
48,1277,"300 Hayes Street, Civic Center, San Francisco",233,"County Jail Road, San Bruno",3/1/2020 - 3/8/2020,1471,1171,1847,24.52
49,1277,"300 Hayes Street, Civic Center, San Francisco",234,"100 Domestic Terminals Departures Level, San Francisco",3/1/2020 - 3/8/2020,1093,877,1361,18.22
50,1277,"300 Hayes Street, Civic Center, San Francisco",241,"0 Pinheiro Circle, Novato",3/1/2020 - 3/8/2020,2162,1916,2438,36.03
51,1277,"300 Hayes Street, Civic Center, San Francisco",242,"0 El Pavo Real Circle, San Rafael",3/1/2020 - 3/8/2020,1778,1509,2093,29.63
52,1277,"300 Hayes Street, Civic Center, San Francisco",264,"300 Irwin Street, San Rafael",3/1/2020 - 3/8/2020,1655,1355,2021,27.58
53,1277,"300 Hayes Street, Civic Center, San Francisco",277,"500 El Paseo Drive, Sobrante Park, Oakland",3/1/2020 - 3/8/2020,1600,1210,2115,26.67
54,1277,"300 Hayes Street, Civic Center, San Francisco",280,"1600 Sutter Street, Concord",3/1/2020 - 3/8/2020,2223,1874,2636,37.05
55,1277,"300 Hayes Street, Civic Center, San Francisco",283,"6100 San Pablo Avenue, Paradise Park, Oakland",3/1/2020 - 3/8/2020,1295,918,1825,21.58
56,1277,"300 Hayes Street, Civic Center, San Francisco",284,"300 45th Street, Temescal, Oakland",3/1/2020 - 3/8/2020,1392,978,1980,23.2
57,1277,"300 Hayes Street, Civic Center, San Francisco",285,"1600 Maritime Street, Oakland",3/1/2020 - 3/8/2020,897,631,1273,14.95
58,1277,"300 Hayes Street, Civic Center, San Francisco",286,"1000 10th Street, West Oakland, Oakland",3/1/2020 - 3/8/2020,1015,745,1381,16.92
59,1277,"300 Hayes Street, Civic Center, San Francisco",288,"14700 Wiley Street, Washington Manor - Bonaire, San Leandro",3/1/2020 - 3/8/2020,1642,1290,2089,27.37
60,1277,"300 Hayes Street, Civic Center, San Francisco",299,"Chinatown / North Beach Campus, Russian Hill, San Francisco",3/1/2020 - 3/8/2020,629,464,852,10.48
61,1277,"300 Hayes Street, Civic Center, San Francisco",302,"0 Bass Court, Bayview, San Francisco",3/1/2020 - 3/8/2020,1014,719,1428,16.9
62,1277,"300 Hayes Street, Civic Center, San Francisco",303,"Bay Trail, Sunnyvale",3/1/2020 - 3/8/2020,2718,2123,3478,45.3
63,1277,"300 Hayes Street, Civic Center, San Francisco",304,"500 Zook Road, Mountain View",3/1/2020 - 3/8/2020,2591,2070,3242,43.18
64,1277,"300 Hayes Street, Civic Center, San Francisco",306,"200 Silverlake Drive, Lakewood, Sunnyvale",3/1/2020 - 3/8/2020,2749,2196,3440,45.82
65,1277,"300 Hayes Street, Civic Center, San Francisco",311,"200 Northgate Avenue, Westlake, Daly City",3/1/2020 - 3/8/2020,882,631,1232,14.7
66,1277,"300 Hayes Street, Civic Center, San Francisco",314,"200 Alta Mesa Drive, Serra Highlands, South San Francisco",3/1/2020 - 3/8/2020,1182,859,1625,19.7
67,1277,"300 Hayes Street, Civic Center, San Francisco",315,"900 Veterans Boulevard, Redwood City",3/1/2020 - 3/8/2020,1901,1484,2433,31.68
68,1277,"300 Hayes Street, Civic Center, San Francisco",321,"Nimitz Freeway, Downtown Oakland, Oakland",3/1/2020 - 3/8/2020,1138,818,1581,18.97
69,1277,"300 Hayes Street, Civic Center, San Francisco",322,"300 Warwick Avenue, Adams Point, Oakland",3/1/2020 - 3/8/2020,1134,824,1559,18.9
70,1277,"300 Hayes Street, Civic Center, San Francisco",323,"900 Embarcadero West, West Oakland, Oakland",3/1/2020 - 3/8/2020,1031,776,1369,17.18
71,1277,"300 Hayes Street, Civic Center, San Francisco",328,"5000 Franklin Drive, Pleasanton",3/1/2020 - 3/8/2020,2454,2024,2974,40.9
72,1277,"300 Hayes Street, Civic Center, San Francisco",333,"15900 Via Paro, San Lorenzo",3/1/2020 - 3/8/2020,1763,1414,2196,29.38
73,1277,"300 Hayes Street, Civic Center, San Francisco",338,"100 Hinman Road, Redwood City",3/1/2020 - 3/8/2020,1927,1508,2462,32.12
74,1277,"300 Hayes Street, Civic Center, San Francisco",345,"400 Moffett Boulevard, Mountain View",3/1/2020 - 3/8/2020,2504,2016,3109,41.73
75,1277,"300 Hayes Street, Civic Center, San Francisco",347,"900 Sycamore Drive, Midtown, Palo Alto",3/1/2020 - 3/8/2020,2340,1882,2908,39.0
76,1277,"300 Hayes Street, Civic Center, San Francisco",380,"2800 Moorpark Avenue, West San Jose, San Jose",3/1/2020 - 3/8/2020,3498,2912,4200,58.3
77,1277,"300 Hayes Street, Civic Center, San Francisco",385,"0 Valley View Road, Orinda",3/1/2020 - 3/8/2020,1549,1184,2026,25.82
78,1277,"300 Hayes Street, Civic Center, San Francisco",387,"2100 Manchester Road, San Leandro",3/1/2020 - 3/8/2020,1838,1476,2287,30.63
79,1277,"300 Hayes Street, Civic Center, San Francisco",388,"1700 Doolittle Drive, Davis Tract, San Leandro",3/1/2020 - 3/8/2020,1569,1210,2034,26.15
80,1277,"300 Hayes Street, Civic Center, San Francisco",389,"1000 Burkhart Avenue, Washington Manor - Bonaire, San Leandro",3/1/2020 - 3/8/2020,1731,1371,2185,28.85
81,1277,"300 Hayes Street, Civic Center, San Francisco",392,"27900 Ormond Avenue, Tennyson - Alquire, Hayward",3/1/2020 - 3/8/2020,2248,1723,2931,37.47
82,1277,"300 Hayes Street, Civic Center, San Francisco",394,"3600 Page Street, Friendly Acres, Redwood City",3/1/2020 - 3/8/2020,1972,1595,2436,32.87
83,1277,"300 Hayes Street, Civic Center, San Francisco",395,"300 Sequoia Avenue, Redwood City",3/1/2020 - 3/8/2020,2212,2012,2431,36.87
84,1277,"300 Hayes Street, Civic Center, San Francisco",397,"400 Cedar Street, Vallejo",3/1/2020 - 3/8/2020,2248,1716,2944,37.47
85,1277,"300 Hayes Street, Civic Center, San Francisco",403,"800 Pine Lane, San Rafael",3/1/2020 - 3/8/2020,1868,1605,2173,31.13
86,1277,"300 Hayes Street, Civic Center, San Francisco",408,"1800 Hillside Boulevard, Colma",3/1/2020 - 3/8/2020,1278,919,1775,21.3
87,1277,"300 Hayes Street, Civic Center, San Francisco",409,"200 Nelson Avenue, Edgemar - Pacific Manor, Pacifica",3/1/2020 - 3/8/2020,1149,796,1657,19.15
88,1277,"300 Hayes Street, Civic Center, San Francisco",416,"2700 Contra Costa Canal Trail, Walnut Creek",3/1/2020 - 3/8/2020,2056,1599,2642,34.27
89,1277,"300 Hayes Street, Civic Center, San Francisco",417,"4400 Bell Avenue, Eastshore, Richmond",3/1/2020 - 3/8/2020,1581,1114,2243,26.35
90,1277,"300 Hayes Street, Civic Center, San Francisco",423,"200 Locust Avenue, San Rafael",3/1/2020 - 3/8/2020,1737,1426,2115,28.95
91,1277,"300 Hayes Street, Civic Center, San Francisco",431,"Seaborg Road, Berkeley",3/1/2020 - 3/8/2020,1839,1447,2336,30.65
92,1277,"300 Hayes Street, Civic Center, San Francisco",433,"600 Vanessa Drive, Central San Mateo, San Mateo",3/1/2020 - 3/8/2020,1589,1205,2094,26.48
93,1277,"300 Hayes Street, Civic Center, San Francisco",434,"1300 Franklin Street, Western Addition, San Francisco",3/1/2020 - 3/8/2020,206,128,330,3.43
94,1277,"300 Hayes Street, Civic Center, San Francisco",443,"New Corona Heights Trail, The Castro, San Francisco",3/1/2020 - 3/8/2020,516,375,709,8.6
95,1277,"300 Hayes Street, Civic Center, San Francisco",445,"900 Divisadero Street, Western Addition, San Francisco",3/1/2020 - 3/8/2020,295,197,440,4.92
96,1277,"300 Hayes Street, Civic Center, San Francisco",446,"1000 El Centro Avenue, Glenview, Oakland",3/1/2020 - 3/8/2020,1310,960,1786,21.83
97,1277,"300 Hayes Street, Civic Center, San Francisco",447,"2600 Alvarado Street, Floresta Gardens - Bradrick, San Leandro",3/1/2020 - 3/8/2020,1769,1335,2343,29.48
98,1277,"300 Hayes Street, Civic Center, San Francisco",452,"1200 Green Street, Russian Hill, San Francisco",3/1/2020 - 3/8/2020,455,310,667,7.58
99,1277,"300 Hayes Street, Civic Center, San Francisco",456,"1000 56th Street, Gaskill, Oakland",3/1/2020 - 3/8/2020,1361,941,1967,22.68
100,1277,"300 Hayes Street, Civic Center, San Francisco",457,"3100 West Street, Hoover - Foster, Oakland",3/1/2020 - 3/8/2020,1030,748,1416,17.17
101,1277,"300 Hayes Street, Civic Center, San Francisco",458,"900 Webster Street, Downtown Oakland, Oakland",3/1/2020 - 3/8/2020,1105,799,1528,18.42
102,1277,"300 Hayes Street, Civic Center, San Francisco",463,"2000 Bancroft Way, Downtown Berkeley, Berkeley",3/1/2020 - 3/8/2020,1585,1199,2094,26.42
103,1277,"300 Hayes Street, Civic Center, San Francisco",464,"1600 Fairview Street, South Berkeley, Berkeley",3/1/2020 - 3/8/2020,1248,926,1681,20.8
104,1277,"300 Hayes Street, Civic Center, San Francisco",467,"16300 Helo Drive, San Leandro",3/1/2020 - 3/8/2020,1772,1394,2251,29.53
105,1277,"300 Hayes Street, Civic Center, San Francisco",468,"700 Via Aires, San Lorenzo",3/1/2020 - 3/8/2020,1799,1491,2169,29.98
106,1277,"300 Hayes Street, Civic Center, San Francisco",469,"1800 Southgate Street, Southgate, Hayward",3/1/2020 - 3/8/2020,2183,1668,2855,36.38
107,1277,"300 Hayes Street, Civic Center, San Francisco",472,"4300 Alder Avenue, Centerville, Fremont",3/1/2020 - 3/8/2020,2578,1993,3334,42.97
108,1277,"300 Hayes Street, Civic Center, San Francisco",475,"1500 Lacassie Avenue, Walnut Creek",3/1/2020 - 3/8/2020,1952,1525,2498,32.53
109,1277,"300 Hayes Street, Civic Center, San Francisco",477,"0 Tara Road, Northwood - Tara, Orinda",3/1/2020 - 3/8/2020,1487,1144,1932,24.78
110,1277,"300 Hayes Street, Civic Center, San Francisco",478,"100 Eagle Court, Birds, Hercules",3/1/2020 - 3/8/2020,1968,1411,2743,32.8
111,1277,"300 Hayes Street, Civic Center, San Francisco",488,"0 Oak Gate Place, Pleasant Hill",3/1/2020 - 3/8/2020,2053,1629,2586,34.22
112,1277,"300 Hayes Street, Civic Center, San Francisco",495,"4200 Shelter Creek Lane, San Bruno",3/1/2020 - 3/8/2020,1204,947,1530,20.07
113,1277,"300 Hayes Street, Civic Center, San Francisco",499,"600 Throckmorton Avenue, Mill Valley",3/1/2020 - 3/8/2020,1704,1367,2122,28.4
114,1277,"300 Hayes Street, Civic Center, San Francisco",528,"600 Lexington Way, Oak Grove Manor, Burlingame",3/1/2020 - 3/8/2020,1267,998,1607,21.12
115,1277,"300 Hayes Street, Civic Center, San Francisco",530,"400 Seventh Avenue, Fair Oaks, Menlo Park",3/1/2020 - 3/8/2020,2042,1757,2372,34.03
116,1277,"300 Hayes Street, Civic Center, San Francisco",532,"200 Beach Street, North Beach, San Francisco",3/1/2020 - 3/8/2020,742,557,987,12.37
117,1277,"300 Hayes Street, Civic Center, San Francisco",533,"1400 Grant Avenue, North Beach, San Francisco",3/1/2020 - 3/8/2020,693,492,975,11.55
118,1277,"300 Hayes Street, Civic Center, San Francisco",534,"200 Walnut Street, Presidio Heights, San Francisco",3/1/2020 - 3/8/2020,622,466,828,10.37
119,1277,"300 Hayes Street, Civic Center, San Francisco",535,"0 Rossi Avenue, Richmond District, San Francisco",3/1/2020 - 3/8/2020,505,373,683,8.42
120,1277,"300 Hayes Street, Civic Center, San Francisco",536,"800 Franklin Street, Fillmore District, San Francisco",3/1/2020 - 3/8/2020,110,62,192,1.83
121,1277,"300 Hayes Street, Civic Center, San Francisco",537,"500 Webster Street, Western Addition, San Francisco",3/1/2020 - 3/8/2020,95,49,182,1.58
122,1277,"300 Hayes Street, Civic Center, San Francisco",541,"200 San Fernando Way, St. Francis, Daly City",3/1/2020 - 3/8/2020,961,707,1305,16.02
123,1277,"300 Hayes Street, Civic Center, San Francisco",542,"2200 Kenry Way, Westborough, South San Francisco",3/1/2020 - 3/8/2020,1190,905,1563,19.83
124,1277,"300 Hayes Street, Civic Center, San Francisco",543,"2500 Carmel Drive, San Bruno",3/1/2020 - 3/8/2020,1249,955,1632,20.82
125,1277,"300 Hayes Street, Civic Center, San Francisco",554,"200 2nd Street, Sunnyvale",3/1/2020 - 3/8/2020,2776,2195,3510,46.27
126,1277,"300 Hayes Street, Civic Center, San Francisco",555,"500 Aldo Avenue, Santa Clara",3/1/2020 - 3/8/2020,2771,2321,3308,46.18
127,1277,"300 Hayes Street, Civic Center, San Francisco",557,"18800 Devon Avenue, Quito Village, Saratoga",3/1/2020 - 3/8/2020,3022,2635,3464,50.37
128,1277,"300 Hayes Street, Civic Center, San Francisco",561,"100 Nancy Court, Old Mountain View, Mountain View",3/1/2020 - 3/8/2020,2430,2068,2854,40.5
129,1277,"300 Hayes Street, Civic Center, San Francisco",590,"300 Hanover Avenue, Cleveland Heights, Oakland",3/1/2020 - 3/8/2020,1310,944,1816,21.83
130,1277,"300 Hayes Street, Civic Center, San Francisco",591,"2500 10th Avenue, Bella Vista, Oakland",3/1/2020 - 3/8/2020,1188,891,1582,19.8
131,1277,"300 Hayes Street, Civic Center, San Francisco",595,"200 Ghormley Avenue, Brookfield Village, Oakland",3/1/2020 - 3/8/2020,1506,1145,1980,25.1
132,1277,"300 Hayes Street, Civic Center, San Francisco",597,"1600 Eighth Street, Northwest Berkeley, Berkeley",3/1/2020 - 3/8/2020,1234,989,1538,20.57
133,1277,"300 Hayes Street, Civic Center, San Francisco",598,"3000 Colby Street, Elmwood, Berkeley",3/1/2020 - 3/8/2020,1501,1146,1964,25.02
134,1277,"300 Hayes Street, Civic Center, San Francisco",599,"1800 Yale Drive, Alameda",3/1/2020 - 3/8/2020,1509,1199,1897,25.15
135,1277,"300 Hayes Street, Civic Center, San Francisco",602,"22000 Cameron Street, Castro Valley",3/1/2020 - 3/8/2020,1978,1564,2501,32.97
136,1277,"300 Hayes Street, Civic Center, San Francisco",605,"24500 Surrey Way, Santa Clara, Hayward",3/1/2020 - 3/8/2020,2145,1628,2824,35.75
137,1277,"300 Hayes Street, Civic Center, San Francisco",608,"700 11th Street, Oakland",3/1/2020 - 3/8/2020,1074,774,1488,17.9
138,1277,"300 Hayes Street, Civic Center, San Francisco",609,"700 19th Street, West Oakland, Oakland",3/1/2020 - 3/8/2020,1174,857,1608,19.57
139,1277,"300 Hayes Street, Civic Center, San Francisco",610,"1600 Webster Street, Downtown, Oakland",3/1/2020 - 3/8/2020,1228,984,1531,20.47
140,1277,"300 Hayes Street, Civic Center, San Francisco",611,"200 Park View Terrace, Adams Point, Oakland",3/1/2020 - 3/8/2020,1273,934,1734,21.22
141,1277,"300 Hayes Street, Civic Center, San Francisco",612,"500 El Dorado Avenue, Grand Lake, Oakland",3/1/2020 - 3/8/2020,1312,989,1739,21.87
142,1277,"300 Hayes Street, Civic Center, San Francisco",614,"3100 San Joaquin Way, Union City",3/1/2020 - 3/8/2020,2308,1836,2900,38.47
143,1277,"300 Hayes Street, Civic Center, San Francisco",618,"2200 Floyd Lane, Concord",3/1/2020 - 3/8/2020,2141,1917,2390,35.68
144,1277,"300 Hayes Street, Civic Center, San Francisco",624,"3300 Beechwood Drive, Stanley, Lafayette",3/1/2020 - 3/8/2020,1758,1361,2270,29.3
145,1277,"300 Hayes Street, Civic Center, San Francisco",627,"800 Marin Road, El Sobrante",3/1/2020 - 3/8/2020,1886,1316,2702,31.43
146,1277,"300 Hayes Street, Civic Center, San Francisco",628,"2300 Santa Clara Street, Richmond Annex, Richmond",3/1/2020 - 3/8/2020,1357,968,1901,22.62
147,1277,"300 Hayes Street, Civic Center, San Francisco",629,"100 Guerrero Street, Mission Dolores, San Francisco",3/1/2020 - 3/8/2020,197,114,338,3.28
148,1277,"300 Hayes Street, Civic Center, San Francisco",641,"1400 Jackson Street, Nob Hill, San Francisco",3/1/2020 - 3/8/2020,424,285,630,7.07
149,1277,"300 Hayes Street, Civic Center, San Francisco",642,"600 Grant Avenue, Chinatown, San Francisco",3/1/2020 - 3/8/2020,720,502,1031,12.0
150,1277,"300 Hayes Street, Civic Center, San Francisco",643,"200 Myrtle Street, Tenderloin, San Francisco",3/1/2020 - 3/8/2020,271,160,457,4.52
151,1277,"300 Hayes Street, Civic Center, San Francisco",644,"200 Jones Street, Tenderloin, San Francisco",3/1/2020 - 3/8/2020,433,275,680,7.22
152,1277,"300 Hayes Street, Civic Center, San Francisco",645,"1400 Chestnut Street, Marina District, San Francisco",3/1/2020 - 3/8/2020,410,291,575,6.83
153,1277,"300 Hayes Street, Civic Center, San Francisco",646,"500 Clayton Street, Haight-Ashbury, San Francisco",3/1/2020 - 3/8/2020,406,283,580,6.77
154,1277,"300 Hayes Street, Civic Center, San Francisco",647,"800 Ashbury Street, Ashbury Heights, San Francisco",3/1/2020 - 3/8/2020,535,369,774,8.92
155,1277,"300 Hayes Street, Civic Center, San Francisco",648,"3800 19th Street, Dolores Heights, San Francisco",3/1/2020 - 3/8/2020,494,370,659,8.23
156,1277,"300 Hayes Street, Civic Center, San Francisco",649,"1000 Diamond Street, Noe Valley, San Francisco",3/1/2020 - 3/8/2020,787,615,1006,13.12
157,1277,"300 Hayes Street, Civic Center, San Francisco",650,"700 Rhode Island Street, Potrero Hill, San Francisco",3/1/2020 - 3/8/2020,360,234,553,6.0
158,1277,"300 Hayes Street, Civic Center, San Francisco",651,"2900 22nd Street, Mission District, San Francisco",3/1/2020 - 3/8/2020,543,413,712,9.05
159,1277,"300 Hayes Street, Civic Center, San Francisco",652,"300 Hale Street, Excelsior, San Francisco",3/1/2020 - 3/8/2020,496,347,708,8.27
160,1277,"300 Hayes Street, Civic Center, San Francisco",653,"600 Lisbon Street, Excelsior, San Francisco",3/1/2020 - 3/8/2020,1053,794,1396,17.55
161,1277,"300 Hayes Street, Civic Center, San Francisco",659,"200 Staples Avenue, Outer Mission, San Francisco",3/1/2020 - 3/8/2020,716,506,1012,11.93
162,1277,"300 Hayes Street, Civic Center, San Francisco",660,"1900 Lawton Street, Sunset District, San Francisco",3/1/2020 - 3/8/2020,831,606,1139,13.85
163,1277,"300 Hayes Street, Civic Center, San Francisco",661,"Building F, Buckingham Way, Lakeshore, San Francisco",3/1/2020 - 3/8/2020,1378,1065,1781,22.97
164,1277,"300 Hayes Street, Civic Center, San Francisco",662,"1300 46th Avenue, Sunset District, San Francisco",3/1/2020 - 3/8/2020,931,734,1180,15.52
165,1277,"300 Hayes Street, Civic Center, San Francisco",663,"200 21st Avenue, Central Richmond, San Francisco",3/1/2020 - 3/8/2020,925,719,1188,15.42
166,1277,"300 Hayes Street, Civic Center, San Francisco",664,"700 32nd Avenue, Richmond District, San Francisco",3/1/2020 - 3/8/2020,859,666,1107,14.32
167,1277,"300 Hayes Street, Civic Center, San Francisco",665,"0 Brookdale Avenue, Visitacion Valley, San Francisco",3/1/2020 - 3/8/2020,1138,806,1606,18.97
168,1277,"300 Hayes Street, Civic Center, San Francisco",666,"1200 El Camino Del Mar, Sea Cliff, San Francisco",3/1/2020 - 3/8/2020,1135,901,1428,18.92
169,1277,"300 Hayes Street, Civic Center, San Francisco",675,"200 Oriente Street, Bayshore Heights, Daly City",3/1/2020 - 3/8/2020,1037,722,1488,17.28
170,1277,"300 Hayes Street, Civic Center, San Francisco",676,"300 Citrus Avenue, Daly City",3/1/2020 - 3/8/2020,939,668,1319,15.65
171,1277,"300 Hayes Street, Civic Center, San Francisco",677,"0 Ridgefield Avenue, St. Francis, Daly City",3/1/2020 - 3/8/2020,1097,798,1507,18.28
172,1277,"300 Hayes Street, Civic Center, San Francisco",678,"2500 Crestmoor Drive, San Bruno",3/1/2020 - 3/8/2020,1245,969,1599,20.75
173,1277,"300 Hayes Street, Civic Center, San Francisco",679,"800 Paloma Avenue, Burlingame Terrace, Burlingame",3/1/2020 - 3/8/2020,1416,1108,1808,23.6
