,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),Mean Travel Time (Minute)
179,1277,"300 Hayes St, San Francisco, CA",1066,"7200 Doolittle Drive, Oakland",3/22/2020 - 3/29/2020,1306,1047,1628,21.77
180,1277,"300 Hayes St, San Francisco, CA",1068,"1600 Poplar Street, West Oakland, Oakland",3/22/2020 - 3/29/2020,797,670,947,13.28
181,1277,"300 Hayes St, San Francisco, CA",1069,"700 Hillside Avenue, Albany",3/22/2020 - 3/29/2020,932,765,1135,15.53
182,1277,"300 Hayes St, San Francisco, CA",1072,"1700 Chestnut Street, Northwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,978,871,1098,16.3
183,1277,"300 Hayes St, San Francisco, CA",1074,"2300 Ninth Street, Southwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,935,807,1082,15.58
184,1277,"300 Hayes St, San Francisco, CA",1080,"Pier 2, Emeryville",3/22/2020 - 3/29/2020,727,581,909,12.12
185,1277,"300 Hayes St, San Francisco, CA",1082,"2000 Clement Avenue, Alameda",3/22/2020 - 3/29/2020,1167,1080,1260,19.45
186,1277,"300 Hayes St, San Francisco, CA",1085,"22200 Eden Canyon Road, Castro Valley",3/22/2020 - 3/29/2020,1782,1646,1928,29.7
187,1277,"300 Hayes St, San Francisco, CA",1087,"900 Dowling Boulevard, Broadmoor, San Leandro",3/22/2020 - 3/29/2020,1325,1224,1434,22.08
188,1277,"300 Hayes St, San Francisco, CA",1089,"1700 Wayne Avenue, Davis Tract, San Leandro",3/22/2020 - 3/29/2020,1478,1084,2014,24.63
189,1277,"300 Hayes St, San Francisco, CA",1090,"200 Reva Avenue, Davis Tract, San Leandro",3/22/2020 - 3/29/2020,1439,1060,1952,23.98
190,1277,"300 Hayes St, San Francisco, CA",1097,"15500 Tracy Street, San Lorenzo",3/22/2020 - 3/29/2020,1528,1381,1689,25.47
191,1277,"300 Hayes St, San Francisco, CA",1098,"600 Elgin Street, San Lorenzo",3/22/2020 - 3/29/2020,1483,1356,1620,24.72
192,1277,"300 Hayes St, San Francisco, CA",1099,"30600 Palomares Road, Castro Valley",3/22/2020 - 3/29/2020,1742,1607,1887,29.03
193,1277,"300 Hayes St, San Francisco, CA",1119,"0 Locust Avenue, Larkspur",3/22/2020 - 3/29/2020,1264,1100,1451,21.07
194,1277,"300 Hayes St, San Francisco, CA",1120,"0 Spindrift Passage, Corte Madera",3/22/2020 - 3/29/2020,1248,1022,1522,20.8
195,1277,"300 Hayes St, San Francisco, CA",1121,"300 Ridgewood Avenue, Mill Valley",3/22/2020 - 3/29/2020,1048,796,1379,17.47
196,1277,"300 Hayes St, San Francisco, CA",1211,"700 Coleman Avenue, Menlo Park",3/22/2020 - 3/29/2020,1785,1656,1923,29.75
197,1277,"300 Hayes St, San Francisco, CA",1244,"800 Jackson Street, Chinatown, San Francisco",3/22/2020 - 3/29/2020,430,334,552,7.17
198,1277,"300 Hayes St, San Francisco, CA",1245,"500 Geary Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,274,200,374,4.57
199,1277,"300 Hayes St, San Francisco, CA",1246,"300 McAllister Street, Civic Center, San Francisco",3/22/2020 - 3/29/2020,104,51,209,1.73
200,1277,"300 Hayes St, San Francisco, CA",1247,"100 Magnolia Street, Marina District, San Francisco",3/22/2020 - 3/29/2020,297,228,385,4.95
201,1277,"300 Hayes St, San Francisco, CA",1257,"2400 Octavia Street, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,177,131,238,2.95
202,1277,"300 Hayes St, San Francisco, CA",1258,"2600 Broadway, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,378,275,519,6.3
203,1277,"300 Hayes St, San Francisco, CA",1259,"2100 Divisadero Street, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,385,301,491,6.42
204,1277,"300 Hayes St, San Francisco, CA",1260,"1800 Scott Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,323,237,438,5.38
205,1277,"300 Hayes St, San Francisco, CA",1261,"700 Presidio Avenue, Western Addition, San Francisco",3/22/2020 - 3/29/2020,410,319,525,6.83
206,1277,"300 Hayes St, San Francisco, CA",1265,"0 Stoneybrook Avenue, Excelsior, San Francisco",3/22/2020 - 3/29/2020,435,309,610,7.25
207,1277,"300 Hayes St, San Francisco, CA",1271,"200 Bacon Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,398,303,521,6.63
208,1277,"300 Hayes St, San Francisco, CA",1272,"500 Moscow Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,666,592,748,11.1
209,1277,"300 Hayes St, San Francisco, CA",1273,"200 Naglee Avenue, Outer Mission, San Francisco",3/22/2020 - 3/29/2020,570,467,694,9.5
210,1277,"300 Hayes St, San Francisco, CA",1275,"0 McLaren Avenue, Sea Cliff, San Francisco",3/22/2020 - 3/29/2020,834,637,1091,13.9
211,1277,"300 Hayes St, San Francisco, CA",1276,"1100 Golden Gate Avenue, Western Addition, San Francisco",3/22/2020 - 3/29/2020,171,82,354,2.85
212,1277,"300 Hayes St, San Francisco, CA",1278,"100 Noe Street, The Castro, San Francisco",3/22/2020 - 3/29/2020,257,182,361,4.28
213,1277,"300 Hayes St, San Francisco, CA",1279,"1100 Folsom Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,239,141,403,3.98
214,1277,"300 Hayes St, San Francisco, CA",1280,"300 Church Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,276,194,392,4.6
215,1277,"300 Hayes St, San Francisco, CA",1281,"700 Guerrero Street, Mission Dolores, San Francisco",3/22/2020 - 3/29/2020,320,238,429,5.33
216,1277,"300 Hayes St, San Francisco, CA",1282,"1600 Church Street, Noe Valley, San Francisco",3/22/2020 - 3/29/2020,625,473,825,10.42
217,1277,"300 Hayes St, San Francisco, CA",1291,"1500 Balboa Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,544,438,675,9.07
218,1277,"300 Hayes St, San Francisco, CA",1292,"1300 Wright Loop, Presidio, San Francisco",3/22/2020 - 3/29/2020,629,499,792,10.48
219,1277,"300 Hayes St, San Francisco, CA",1293,"400 Moraga Street, Sunset District, San Francisco",3/22/2020 - 3/29/2020,577,481,692,9.62
220,1277,"300 Hayes St, San Francisco, CA",1294,"600 Panorama Drive, Midtown Terrace, San Francisco",3/22/2020 - 3/29/2020,672,548,823,11.2
221,1277,"300 Hayes St, San Francisco, CA",1295,"0 Avoca Alley, West of Twin Peaks, San Francisco",3/22/2020 - 3/29/2020,655,522,821,10.92
222,1277,"300 Hayes St, San Francisco, CA",1296,"1300 22nd Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,541,453,645,9.02
223,1277,"300 Hayes St, San Francisco, CA",1297,"100 Font Boulevard, Lakeshore, San Francisco",3/22/2020 - 3/29/2020,851,669,1082,14.18
224,1277,"300 Hayes St, San Francisco, CA",1298,"200 3rd Avenue, Richmond District, San Francisco",3/22/2020 - 3/29/2020,511,436,598,8.52
225,1277,"300 Hayes St, San Francisco, CA",1299,"8700 Mission Rock Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,382,279,522,6.37
226,1277,"300 Hayes St, San Francisco, CA",1300,"200 John F Kennedy Drive, Golden Gate Park, San Francisco",3/22/2020 - 3/29/2020,288,200,413,4.8
227,1277,"300 Hayes St, San Francisco, CA",1302,"Tasman Drive, Santa Clara",3/22/2020 - 3/29/2020,2347,2119,2598,39.12
228,1277,"300 Hayes St, San Francisco, CA",1304,"2300 Lafayette Street, Santa Clara",3/22/2020 - 3/29/2020,2488,2214,2795,41.47
229,1277,"300 Hayes St, San Francisco, CA",1339,"700 San Juan Drive, San Miguel, Sunnyvale",3/22/2020 - 3/29/2020,2376,2184,2584,39.6
230,1277,"300 Hayes St, San Francisco, CA",1437,"200 Knowles Avenue, Daly City",3/22/2020 - 3/29/2020,660,534,815,11.0
231,1277,"300 Hayes St, San Francisco, CA",1438,"300 87th Street, St. Francis, Daly City",3/22/2020 - 3/29/2020,682,545,853,11.37
232,1277,"300 Hayes St, San Francisco, CA",1443,"100 Serramonte Boulevard, Serramonte, Daly City",3/22/2020 - 3/29/2020,772,627,949,12.87
233,1277,"300 Hayes St, San Francisco, CA",1446,"700 Larch Avenue, Paradise Valley, South San Francisco",3/22/2020 - 3/29/2020,806,722,898,13.43
234,1277,"300 Hayes St, San Francisco, CA",1448,"300 Baden Avenue, Downtown, South San Francisco",3/22/2020 - 3/29/2020,768,681,865,12.8
235,1277,"300 Hayes St, San Francisco, CA",1449,"500 Forbes Boulevard, The East Side, South San Francisco",3/22/2020 - 3/29/2020,697,542,895,11.62
236,1277,"300 Hayes St, San Francisco, CA",1450,"0 Brookhaven Court, Fairmont, Pacifica",3/22/2020 - 3/29/2020,838,737,951,13.97
237,1277,"300 Hayes St, San Francisco, CA",1454,"300 East 28th Avenue, South San Mateo, San Mateo",3/22/2020 - 3/29/2020,1297,1128,1491,21.62
238,1277,"300 Hayes St, San Francisco, CA",1455,"1800 Helene Court, East San Mateo, San Mateo",3/22/2020 - 3/29/2020,1176,1009,1370,19.6
239,1277,"300 Hayes St, San Francisco, CA",1457,"1500 Donner Avenue, San Bruno",3/22/2020 - 3/29/2020,946,861,1038,15.77
240,1277,"300 Hayes St, San Francisco, CA",1460,"400 Williams Place, Central San Mateo, San Mateo",3/22/2020 - 3/29/2020,1479,1184,1847,24.65
241,1277,"300 Hayes St, San Francisco, CA",1461,"200 North Fremont Street, Central San Mateo, San Mateo",3/22/2020 - 3/29/2020,1129,1012,1258,18.82
242,1277,"300 Hayes St, San Francisco, CA",1464,"200 Cupertino Way, South San Mateo, San Mateo",3/22/2020 - 3/29/2020,1334,1181,1506,22.23
243,1277,"300 Hayes St, San Francisco, CA",1472,"200 Oakhurst Place, Suburban Park - Lorelei Manor - Flood Park Triangle, Menlo Park",3/22/2020 - 3/29/2020,1708,1593,1830,28.47
244,1277,"300 Hayes St, San Francisco, CA",1498,"1100 Park Avenue, Emeryville",3/22/2020 - 3/29/2020,763,641,907,12.72
245,1277,"300 Hayes St, San Francisco, CA",1504,"5800 Christie Avenue, Emeryville",3/22/2020 - 3/29/2020,752,635,890,12.53
246,1277,"300 Hayes St, San Francisco, CA",1512,"2000 Essex Street, South Berkeley, Berkeley",3/22/2020 - 3/29/2020,998,872,1141,16.63
247,1277,"300 Hayes St, San Francisco, CA",1513,"Dwight D. Eisenhower Highway, Berkeley",3/22/2020 - 3/29/2020,840,704,1001,14.0
248,1277,"300 Hayes St, San Francisco, CA",1518,"1300 67th Street, Southwest Berkeley, Berkeley",3/22/2020 - 3/29/2020,924,830,1028,15.4
249,1277,"300 Hayes St, San Francisco, CA",1519,"2600 99th Avenue, Toler Heights, Oakland",3/22/2020 - 3/29/2020,1264,1170,1365,21.07
250,1277,"300 Hayes St, San Francisco, CA",1528,"6400 Gwin Road, Merriewood, Oakland",3/22/2020 - 3/29/2020,971,824,1143,16.18
251,1277,"300 Hayes St, San Francisco, CA",1534,"600 East 8th Street, Downtown Oakland, Oakland",3/22/2020 - 3/29/2020,984,806,1199,16.4
252,1277,"300 Hayes St, San Francisco, CA",1536,"2900 Sheffield Avenue, Reservoir Hills, Oakland",3/22/2020 - 3/29/2020,980,850,1128,16.33
253,1277,"300 Hayes St, San Francisco, CA",1537,"3200 Suter Street, Upper Peralta Creek, Oakland",3/22/2020 - 3/29/2020,1030,892,1189,17.17
254,1277,"300 Hayes St, San Francisco, CA",1545,"1300 Willow Avenue, Hercules",3/22/2020 - 3/29/2020,1576,1335,1859,26.27
255,1277,"300 Hayes St, San Francisco, CA",1546,"5400 Sobrante Avenue, El Sobrante",3/22/2020 - 3/29/2020,1349,749,2428,22.48
256,1277,"300 Hayes St, San Francisco, CA",1547,"2600 Brian Road, San Pablo",3/22/2020 - 3/29/2020,1361,1173,1578,22.68
257,1277,"300 Hayes St, San Francisco, CA",1559,"500 Embarcadero West, Downtown Oakland, Oakland",3/22/2020 - 3/29/2020,894,719,1111,14.9
258,1277,"300 Hayes St, San Francisco, CA",1570,"0 Tehan Canyon Road, Pleasanton",3/22/2020 - 3/29/2020,1941,1797,2095,32.35
259,1277,"300 Hayes St, San Francisco, CA",1577,"800 West Tower Avenue, Alameda",3/22/2020 - 3/29/2020,1108,1026,1195,18.47
260,1277,"300 Hayes St, San Francisco, CA",1608,"1100 Studebaker Road, Saranap, Walnut Creek",3/22/2020 - 3/29/2020,1446,1346,1552,24.1
261,1277,"300 Hayes St, San Francisco, CA",1629,"500 Peru Avenue, Excelsior, San Francisco",3/22/2020 - 3/29/2020,551,451,673,9.18
262,1277,"300 Hayes St, San Francisco, CA",1630,"800 Bacon Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,491,412,585,8.18
263,1277,"300 Hayes St, San Francisco, CA",1639,"0 Curtis Street, Crocker-Amazon, San Francisco",3/22/2020 - 3/29/2020,753,653,867,12.55
264,1277,"300 Hayes St, San Francisco, CA",1646,"100 Murray Street, Bernal Heights, San Francisco",3/22/2020 - 3/29/2020,406,325,506,6.77
265,1277,"300 Hayes St, San Francisco, CA",1647,"500 Brunswick Street, Crocker-Amazon, San Francisco",3/22/2020 - 3/29/2020,753,639,886,12.55
266,1277,"300 Hayes St, San Francisco, CA",1648,"Historic Trail, Inner Sunset, San Francisco",3/22/2020 - 3/29/2020,481,337,685,8.02
267,1277,"300 Hayes St, San Francisco, CA",1649,"1300 10th Avenue, Inner Sunset, San Francisco",3/22/2020 - 3/29/2020,428,355,514,7.13
268,1277,"300 Hayes St, San Francisco, CA",1650,"1900 16th Avenue, Inner Sunset, San Francisco",3/22/2020 - 3/29/2020,689,587,808,11.48
269,1277,"300 Hayes St, San Francisco, CA",1651,"600 39th Street, North & East, Richmond",3/22/2020 - 3/29/2020,1102,930,1304,18.37
270,1277,"300 Hayes St, San Francisco, CA",1655,"100 South 35th Street, Pullman, Richmond",3/22/2020 - 3/29/2020,1049,830,1325,17.48
271,1277,"300 Hayes St, San Francisco, CA",1674,"200 Hyde Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,250,160,389,4.17
272,1277,"300 Hayes St, San Francisco, CA",1677,"200 Funston Road, Marina District, San Francisco",3/22/2020 - 3/29/2020,401,298,538,6.68
273,1277,"300 Hayes St, San Francisco, CA",1682,"700 Haight Street, Lower Haight, San Francisco",3/22/2020 - 3/29/2020,244,152,390,4.07
274,1277,"300 Hayes St, San Francisco, CA",1686,"0 The Embarcadero, North Beach, San Francisco",3/22/2020 - 3/29/2020,600,484,743,10.0
275,1277,"300 Hayes St, San Francisco, CA",1687,"1400 Powell Street, Russian Hill, San Francisco",3/22/2020 - 3/29/2020,411,318,529,6.85
276,1277,"300 Hayes St, San Francisco, CA",1688,"1100 Taylor Street, Nob Hill, San Francisco",3/22/2020 - 3/29/2020,385,303,488,6.42
277,1277,"300 Hayes St, San Francisco, CA",1689,"200 Sutter Street, Financial District, San Francisco",3/22/2020 - 3/29/2020,434,304,618,7.23
278,1277,"300 Hayes St, San Francisco, CA",1690,"900 Pine Street, Lower Nob Hill, San Francisco",3/22/2020 - 3/29/2020,351,245,501,5.85
279,1277,"300 Hayes St, San Francisco, CA",1691,"200 O'Farrell Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,340,236,488,5.67
280,1277,"300 Hayes St, San Francisco, CA",1692,"800 Mission Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,173,99,301,2.88
281,1277,"300 Hayes St, San Francisco, CA",1694,"700 Folsom Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,397,307,511,6.62
282,1277,"300 Hayes St, San Francisco, CA",1695,"5th Street, Treasure Island, San Francisco",3/22/2020 - 3/29/2020,459,359,586,7.65
283,1277,"300 Hayes St, San Francisco, CA",1696,"4700 18th Street, Eureka Valley, San Francisco",3/22/2020 - 3/29/2020,506,397,643,8.43
284,1277,"300 Hayes St, San Francisco, CA",1697,"400 Burnett Avenue, Twin Peaks, San Francisco",3/22/2020 - 3/29/2020,581,475,709,9.68
285,1277,"300 Hayes St, San Francisco, CA",1698,"3500 20th Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,295,223,389,4.92
286,1277,"300 Hayes St, San Francisco, CA",1699,"900 Sanchez Street, Dolores Heights, San Francisco",3/22/2020 - 3/29/2020,528,419,664,8.8
287,1277,"300 Hayes St, San Francisco, CA",1700,"3900 25th Street, Noe Valley, San Francisco",3/22/2020 - 3/29/2020,612,480,779,10.2
288,1277,"300 Hayes St, San Francisco, CA",1701,"600 28th Street, Noe Valley, San Francisco",3/22/2020 - 3/29/2020,673,597,758,11.22
289,1277,"300 Hayes St, San Francisco, CA",1702,"100 Randall Street, Glen Park, San Francisco",3/22/2020 - 3/29/2020,682,549,847,11.37
290,1277,"300 Hayes St, San Francisco, CA",1703,"2600 21st Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,256,187,350,4.27
291,1277,"300 Hayes St, San Francisco, CA",1704,"2900 24th Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,378,279,511,6.3
292,1277,"300 Hayes St, San Francisco, CA",1705,"0 Conkling Street, Silver Terrace, San Francisco",3/22/2020 - 3/29/2020,529,390,717,8.82
293,1277,"300 Hayes St, San Francisco, CA",1706,"700 Bernal Heights Boulevard, Bernal Heights, San Francisco",3/22/2020 - 3/29/2020,474,338,664,7.9
294,1277,"300 Hayes St, San Francisco, CA",1707,"100 Appleton Avenue, Bernal Heights, San Francisco",3/22/2020 - 3/29/2020,575,468,705,9.58
295,1277,"300 Hayes St, San Francisco, CA",1710,"100 Morningside Drive, Lakeshore, San Francisco",3/22/2020 - 3/29/2020,1275,1001,1622,21.25
296,1277,"300 Hayes St, San Francisco, CA",1718,"300 Arballo Drive, Lakeshore, San Francisco",3/22/2020 - 3/29/2020,912,725,1145,15.2
297,1277,"300 Hayes St, San Francisco, CA",1720,"2200 47th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,1018,883,1173,16.97
298,1277,"300 Hayes St, San Francisco, CA",1721,"Bayfront Expressway, Menlo Park",3/22/2020 - 3/29/2020,1693,1525,1878,28.22
299,1277,"300 Hayes St, San Francisco, CA",1722,"200 9th Avenue, Richmond District, San Francisco",3/22/2020 - 3/29/2020,587,514,670,9.78
300,1277,"300 Hayes St, San Francisco, CA",1724,"2200 Euclid Avenue, East Palo Alto",3/22/2020 - 3/29/2020,1775,1603,1964,29.58
301,1277,"300 Hayes St, San Francisco, CA",1728,"800 Easton Avenue, San Bruno",3/22/2020 - 3/29/2020,1020,811,1281,17.0
302,1277,"300 Hayes St, San Francisco, CA",1729,"1500 Adrian Road, Ingold - Milldale, Burlingame",3/22/2020 - 3/29/2020,986,757,1282,16.43
303,1277,"300 Hayes St, San Francisco, CA",1730,"0 Park Lane, Brisbane",3/22/2020 - 3/29/2020,553,431,708,9.22
304,1277,"300 Hayes St, San Francisco, CA",1731,"0 Orange Court, Hillside, Daly City",3/22/2020 - 3/29/2020,905,765,1069,15.08
305,1277,"300 Hayes St, San Francisco, CA",1732,"0 Longview Drive, Westlake, Daly City",3/22/2020 - 3/29/2020,835,691,1007,13.92
306,1277,"300 Hayes St, San Francisco, CA",1739,"0 Reiner Street, Daly City",3/22/2020 - 3/29/2020,745,560,990,12.42
307,1277,"300 Hayes St, San Francisco, CA",1740,"800 Campus Drive, Serramonte, Daly City",3/22/2020 - 3/29/2020,802,696,923,13.37
308,1277,"300 Hayes St, San Francisco, CA",1741,"200 Morton Drive, Serramonte, Daly City",3/22/2020 - 3/29/2020,910,804,1028,15.17
309,1277,"300 Hayes St, San Francisco, CA",1743,"600 San Bruno Avenue East, San Bruno",3/22/2020 - 3/29/2020,821,691,974,13.68
310,1277,"300 Hayes St, San Francisco, CA",1744,"1200 Helen Drive, Millbrae",3/22/2020 - 3/29/2020,986,918,1058,16.43
311,1277,"300 Hayes St, San Francisco, CA",1745,"Ed Taylor Trail, Burlingame Hills, Burlingame",3/22/2020 - 3/29/2020,1120,932,1345,18.67
312,1277,"300 Hayes St, San Francisco, CA",1746,"600 North Delaware Street, Central San Mateo, San Mateo",3/22/2020 - 3/29/2020,1159,942,1424,19.32
313,1277,"300 Hayes St, San Francisco, CA",1747,"1700 Coyote Point Drive, Shoreview, San Mateo",3/22/2020 - 3/29/2020,1115,943,1317,18.58
314,1277,"300 Hayes St, San Francisco, CA",1755,"3000 Los Prados Street, East San Mateo, San Mateo",3/22/2020 - 3/29/2020,1281,1116,1470,21.35
315,1277,"300 Hayes St, San Francisco, CA",1764,"300 26th Avenue, Central Richmond, San Francisco",3/22/2020 - 3/29/2020,750,655,857,12.5
316,1277,"300 Hayes St, San Francisco, CA",1768,"800 Balboa Street, Richmond District, San Francisco",3/22/2020 - 3/29/2020,469,367,598,7.82
317,1277,"300 Hayes St, San Francisco, CA",1770,"1800 32nd Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,805,691,936,13.42
318,1277,"300 Hayes St, San Francisco, CA",1771,"0 Lopez Avenue, West of Twin Peaks, San Francisco",3/22/2020 - 3/29/2020,765,594,984,12.75
319,1277,"300 Hayes St, San Francisco, CA",1772,"0 Rockaway Avenue, West of Twin Peaks, San Francisco",3/22/2020 - 3/29/2020,743,665,829,12.38
320,1277,"300 Hayes St, San Francisco, CA",1773,"0 Majestic Avenue, Ingleside, San Francisco",3/22/2020 - 3/29/2020,522,438,620,8.7
321,1277,"300 Hayes St, San Francisco, CA",1774,"200 Byxbee Street, Oceanview, San Francisco",3/22/2020 - 3/29/2020,846,737,970,14.1
322,1277,"300 Hayes St, San Francisco, CA",1775,"100 Farallones Street, Oceanview, San Francisco",3/22/2020 - 3/29/2020,570,442,733,9.5
323,1277,"300 Hayes St, San Francisco, CA",1776,"1800 25th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,744,602,918,12.4
324,1277,"300 Hayes St, San Francisco, CA",1777,"7100 Geary Boulevard, Richmond District, San Francisco",3/22/2020 - 3/29/2020,686,592,794,11.43
325,1277,"300 Hayes St, San Francisco, CA",1778,"7700 Geary Boulevard, Richmond District, San Francisco",3/22/2020 - 3/29/2020,799,720,885,13.32
326,1277,"300 Hayes St, San Francisco, CA",1779,"500 John Muir Drive, Lakeshore, San Francisco",3/22/2020 - 3/29/2020,849,661,1088,14.15
327,1277,"300 Hayes St, San Francisco, CA",1780,"1600 McKinnon Avenue, Bayview, San Francisco",3/22/2020 - 3/29/2020,567,449,714,9.45
328,1277,"300 Hayes St, San Francisco, CA",1781,"1100 Carolina Street, Potrero Hill, San Francisco",3/22/2020 - 3/29/2020,294,210,410,4.9
329,1277,"300 Hayes St, San Francisco, CA",1783,"1500 Mansell Street, Visitacion Valley, San Francisco",3/22/2020 - 3/29/2020,589,486,712,9.82
330,1277,"300 Hayes St, San Francisco, CA",1831,"1100 East Arques Avenue, Sunnyvale",3/22/2020 - 3/29/2020,2383,2170,2616,39.72
331,1277,"300 Hayes St, San Francisco, CA",1833,"500 Logue Avenue, Mountain View",3/22/2020 - 3/29/2020,2099,1933,2278,34.98
332,1277,"300 Hayes St, San Francisco, CA",1851,"100 Primrose Way, Duveneck - St. Francis, Palo Alto",3/22/2020 - 3/29/2020,1876,1750,2010,31.27
333,1277,"300 Hayes St, San Francisco, CA",1944,"700 Girard Street, Visitacion Valley, San Francisco",3/22/2020 - 3/29/2020,431,320,578,7.18
334,1277,"300 Hayes St, San Francisco, CA",1951,"400 Delta Street, Visitacion Valley, San Francisco",3/22/2020 - 3/29/2020,601,511,705,10.02
335,1277,"300 Hayes St, San Francisco, CA",2022,"200 Clearview Drive, Vallejo",3/22/2020 - 3/29/2020,1558,633,3830,25.97
336,1277,"300 Hayes St, San Francisco, CA",2023,"0 Midway Street, Vallejo",3/22/2020 - 3/29/2020,1688,1013,2812,28.13
337,1277,"300 Hayes St, San Francisco, CA",2121,"2900 Kerner Boulevard, San Rafael",3/22/2020 - 3/29/2020,1308,1185,1443,21.8
338,1277,"300 Hayes St, San Francisco, CA",2127,"0 Hamilton Drive, Mill Valley",3/22/2020 - 3/29/2020,1117,910,1370,18.62
339,1277,"300 Hayes St, San Francisco, CA",2132,"300 Vista Grande, Greenbrae, Kentfield",3/22/2020 - 3/29/2020,1267,1154,1389,21.12
340,1277,"300 Hayes St, San Francisco, CA",2133,"600 Manzanita Avenue, Corte Madera",3/22/2020 - 3/29/2020,1257,1028,1535,20.95
341,1277,"300 Hayes St, San Francisco, CA",2136,"300 Carrera Drive, Mill Valley",3/22/2020 - 3/29/2020,1027,813,1297,17.12
342,1277,"300 Hayes St, San Francisco, CA",2137,"0 West Harbor Drive, Sausalito",3/22/2020 - 3/29/2020,987,819,1189,16.45
343,1277,"300 Hayes St, San Francisco, CA",2155,"3100 North Shoreline Boulevard, Mountain View",3/22/2020 - 3/29/2020,1932,1731,2155,32.2
344,1277,"300 Hayes St, San Francisco, CA",2169,"1000 Liege Terrace, Morse Park, Sunnyvale",3/22/2020 - 3/29/2020,2224,2008,2463,37.07
345,1277,"300 Hayes St, San Francisco, CA",2170,"2500 Junction Avenue, North San Jose, San Jose",3/22/2020 - 3/29/2020,2755,2058,3687,45.92
346,1277,"300 Hayes St, San Francisco, CA",2171,"1400 Airport Boulevard, North San Jose, San Jose",3/22/2020 - 3/29/2020,2757,2086,3642,45.95
347,1277,"300 Hayes St, San Francisco, CA",2187,"4200 Middle Harbor Road, Oakland",3/22/2020 - 3/29/2020,750,646,870,12.5
348,1277,"300 Hayes St, San Francisco, CA",2213,"800 40th Street, Longfellow, Oakland",3/22/2020 - 3/29/2020,778,651,928,12.97
349,1277,"300 Hayes St, San Francisco, CA",2215,"1500 East 31st Street, Tuxedo, Oakland",3/22/2020 - 3/29/2020,958,823,1114,15.97
350,1277,"300 Hayes St, San Francisco, CA",2218,"5300 Underwood Avenue, Mills College, Oakland",3/22/2020 - 3/29/2020,1083,989,1185,18.05
351,1277,"300 Hayes St, San Francisco, CA",2231,"100 Garden Lane, Millbrae",3/22/2020 - 3/29/2020,933,786,1106,15.55
352,1277,"300 Hayes St, San Francisco, CA",2244,"0 Crystal Springs Terrace, Hillsborough Park, Hillsborough",3/22/2020 - 3/29/2020,1258,1149,1376,20.97
353,1277,"300 Hayes St, San Francisco, CA",2247,"J. Arthur Younger Freeway, Foster City",3/22/2020 - 3/29/2020,1374,1220,1546,22.9
354,1277,"300 Hayes St, San Francisco, CA",2281,"0 Corte Palos Verdes, Tiburon, Belvedere Tiburon",3/22/2020 - 3/29/2020,1149,832,1584,19.15
355,1277,"300 Hayes St, San Francisco, CA",2308,"300 Fremont Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,372,261,528,6.2
356,1277,"300 Hayes St, San Francisco, CA",2311,"2700 Larkin Street, Russian Hill, San Francisco",3/22/2020 - 3/29/2020,376,287,491,6.27
357,1277,"300 Hayes St, San Francisco, CA",2312,"2100 Webster Street, Pacific Heights, San Francisco",3/22/2020 - 3/29/2020,309,239,398,5.15
358,1277,"300 Hayes St, San Francisco, CA",2313,"1300 Webster Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,266,159,443,4.43
359,1277,"300 Hayes St, San Francisco, CA",2314,"300 Waller Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,203,132,311,3.38
360,1277,"300 Hayes St, San Francisco, CA",2315,"0 Duboce Avenue, South of Market, San Francisco",3/22/2020 - 3/29/2020,132,82,211,2.2
361,1277,"300 Hayes St, San Francisco, CA",2316,"2800 Folsom Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,426,318,569,7.1
