,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),Mean Travel Time (Minute)
362,1277,"300 Hayes St, San Francisco, CA",2317,"100 Coleridge Street, Bernal Heights, San Francisco",3/22/2020 - 3/29/2020,584,442,771,9.73
363,1277,"300 Hayes St, San Francisco, CA",2318,"100 Santa Rosa Avenue, Outer Mission, San Francisco",3/22/2020 - 3/29/2020,463,373,573,7.72
364,1277,"300 Hayes St, San Francisco, CA",2319,"300 Lisbon Street, Excelsior, San Francisco",3/22/2020 - 3/29/2020,628,517,761,10.47
365,1277,"300 Hayes St, San Francisco, CA",2320,"300 Argonaut Avenue, Visitacion Valley, San Francisco",3/22/2020 - 3/29/2020,677,550,833,11.28
366,1277,"300 Hayes St, San Francisco, CA",2321,"400 Irving Street, Inner Sunset, San Francisco",3/22/2020 - 3/29/2020,409,320,522,6.82
367,1277,"300 Hayes St, San Francisco, CA",2322,"100 Eastwood Drive, West of Twin Peaks, San Francisco",3/22/2020 - 3/29/2020,636,518,779,10.6
368,1277,"300 Hayes St, San Francisco, CA",2323,"2600 40th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,1054,892,1244,17.57
369,1277,"300 Hayes St, San Francisco, CA",2330,"0 Peoria Street, Crocker, Daly City",3/22/2020 - 3/29/2020,774,574,1041,12.9
370,1277,"300 Hayes St, San Francisco, CA",2332,"2700 Adeline Street, South Berkeley, Berkeley",3/22/2020 - 3/29/2020,1114,993,1249,18.57
371,1277,"300 Hayes St, San Francisco, CA",2340,"0 Mason Street, Tenderloin, San Francisco",3/22/2020 - 3/29/2020,373,245,566,6.22
372,1277,"300 Hayes St, San Francisco, CA",2343,"West Point Road, Bayview, San Francisco",3/22/2020 - 3/29/2020,677,557,822,11.28
373,1277,"300 Hayes St, San Francisco, CA",2344,"600 3rd Avenue, Richmond District, San Francisco",3/22/2020 - 3/29/2020,423,346,516,7.05
374,1277,"300 Hayes St, San Francisco, CA",2347,"1500 3rd Avenue, East Lake, Oakland",3/22/2020 - 3/29/2020,1089,982,1206,18.15
375,1277,"300 Hayes St, San Francisco, CA",2348,"7700 Sunkist Drive, Eastmont Hills, Oakland",3/22/2020 - 3/29/2020,1150,1047,1262,19.17
376,1277,"300 Hayes St, San Francisco, CA",2349,"1600 Ward Street, South Berkeley, Berkeley",3/22/2020 - 3/29/2020,1056,899,1239,17.6
377,1277,"300 Hayes St, San Francisco, CA",2367,"0 Los Norrabos, El Toyonal, Orinda",3/22/2020 - 3/29/2020,1082,931,1257,18.03
378,1277,"300 Hayes St, San Francisco, CA",2409,"4300 Hacienda Drive, Pleasanton",3/22/2020 - 3/29/2020,2191,2030,2364,36.52
379,1277,"300 Hayes St, San Francisco, CA",2423,"21800 Tanglewood Drive, Castro Valley",3/22/2020 - 3/29/2020,1604,1479,1738,26.73
380,1277,"300 Hayes St, San Francisco, CA",2437,"3200 38th Avenue, Allendale, Oakland",3/22/2020 - 3/29/2020,1036,937,1145,17.27
381,1277,"300 Hayes St, San Francisco, CA",2441,"100 Octavia Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,61,24,151,1.02
382,1277,"300 Hayes St, San Francisco, CA",2442,"2800 Mission Street, Mission District, San Francisco",3/22/2020 - 3/29/2020,420,310,567,7.0
383,1277,"300 Hayes St, San Francisco, CA",2443,"500 22nd Street, Potrero Hill, San Francisco",3/22/2020 - 3/29/2020,456,346,599,7.6
384,1277,"300 Hayes St, San Francisco, CA",2451,"700 Westlake Center, Westlake, Daly City",3/22/2020 - 3/29/2020,661,512,853,11.02
385,1277,"300 Hayes St, San Francisco, CA",2452,"400 Verducci Drive, Serramonte, Daly City",3/22/2020 - 3/29/2020,909,676,1221,15.15
386,1277,"300 Hayes St, San Francisco, CA",2453,"0 Orange Court, Country Club Manor, Hillsborough",3/22/2020 - 3/29/2020,1189,1035,1365,19.82
387,1277,"300 Hayes St, San Francisco, CA",2460,"1300 Montgomery Street, North Beach, San Francisco",3/22/2020 - 3/29/2020,540,441,659,9.0
388,1277,"300 Hayes St, San Francisco, CA",2463,"200 Moncada Way, Oceanview, San Francisco",3/22/2020 - 3/29/2020,845,639,1115,14.08
389,1277,"300 Hayes St, San Francisco, CA",2464,"1700 47th Avenue, Sunset District, San Francisco",3/22/2020 - 3/29/2020,820,750,895,13.67
390,1277,"300 Hayes St, San Francisco, CA",2465,"Diamond Cove Terrace, Bayview, San Francisco",3/22/2020 - 3/29/2020,472,354,628,7.87
391,1277,"300 Hayes St, San Francisco, CA",2466,"400 Amador Street, Bayview, San Francisco",3/22/2020 - 3/29/2020,434,320,587,7.23
392,1277,"300 Hayes St, San Francisco, CA",2485,"0 Jolie Lane, Walnut Creek",3/22/2020 - 3/29/2020,1531,1428,1641,25.52
393,1277,"300 Hayes St, San Francisco, CA",2495,"100 Shrader Street, San Francisco",3/22/2020 - 3/29/2020,223,166,298,3.72
394,1277,"300 Hayes St, San Francisco, CA",2496,"100 Diamond Street, The Castro, San Francisco",3/22/2020 - 3/29/2020,423,327,547,7.05
395,1277,"300 Hayes St, San Francisco, CA",2497,"600 Tompkins Avenue, Bernal Heights, San Francisco",3/22/2020 - 3/29/2020,367,293,458,6.12
396,1277,"300 Hayes St, San Francisco, CA",2498,"700 Rolph Street, Crocker-Amazon, San Francisco",3/22/2020 - 3/29/2020,809,709,922,13.48
397,1277,"300 Hayes St, San Francisco, CA",2499,"400 Faxon Avenue, Ingleside, San Francisco",3/22/2020 - 3/29/2020,636,517,782,10.6
398,1277,"300 Hayes St, San Francisco, CA",2502,"Old Guadalupe Trail, Daly City",3/22/2020 - 3/29/2020,904,762,1071,15.07
399,1277,"300 Hayes St, San Francisco, CA",2503,"3700 Callan Boulevard, Westborough, South San Francisco",3/22/2020 - 3/29/2020,1036,752,1426,17.27
400,1277,"300 Hayes St, San Francisco, CA",2505,"1000 Commodore Drive, San Bruno",3/22/2020 - 3/29/2020,904,726,1124,15.07
401,1277,"300 Hayes St, San Francisco, CA",2513,"300 O' Connor Street, The Willows, Menlo Park",3/22/2020 - 3/29/2020,1816,1643,2006,30.27
402,1277,"300 Hayes St, San Francisco, CA",2520,"3200 Shawn Way, Hayward",3/22/2020 - 3/29/2020,1733,1583,1896,28.88
403,1277,"300 Hayes St, San Francisco, CA",2525,"1200 Elko Drive, Sunnyvale",3/22/2020 - 3/29/2020,2238,2052,2440,37.3
404,1277,"300 Hayes St, San Francisco, CA",2530,"3200 Blandon Road, Oak Knoll Golf Links, Oakland",3/22/2020 - 3/29/2020,1209,1112,1313,20.15
405,1277,"300 Hayes St, San Francisco, CA",2540,"400 Duperu Drive, Crockett",3/22/2020 - 3/29/2020,1523,749,3094,25.38
406,1277,"300 Hayes St, San Francisco, CA",2554,"0 Oliver Lane, Mill Valley",3/22/2020 - 3/29/2020,1163,946,1428,19.38
407,1277,"300 Hayes St, San Francisco, CA",2582,"1200 Manzanita Drive, Millbrae",3/22/2020 - 3/29/2020,1032,962,1106,17.2
408,1277,"300 Hayes St, San Francisco, CA",2593,"5500 Stoneridge Mall Road, Pleasanton",3/22/2020 - 3/29/2020,2113,1944,2295,35.22
409,1277,"300 Hayes St, San Francisco, CA",2597,"3000 Telegraph Avenue, Pill Hill, Oakland",3/22/2020 - 3/29/2020,817,678,983,13.62
410,1277,"300 Hayes St, San Francisco, CA",2601,"800 Cole Street, Ashbury Heights, San Francisco",3/22/2020 - 3/29/2020,421,324,546,7.02
411,1277,"300 Hayes St, San Francisco, CA",2603,"11200 Kerrigan Drive, Chabot Park, Oakland",3/22/2020 - 3/29/2020,1294,1197,1398,21.57
412,1277,"300 Hayes St, San Francisco, CA",2605,"0 Cable Roadway, Sausalito",3/22/2020 - 3/29/2020,876,623,1231,14.6
413,1277,"300 Hayes St, San Francisco, CA",2606,"2100 Beach Street, Marina District, San Francisco",3/22/2020 - 3/29/2020,514,421,627,8.57
414,1277,"300 Hayes St, San Francisco, CA",2611,"2000 Evergreen Avenue, Assumption Parish, San Leandro",3/22/2020 - 3/29/2020,1414,1309,1527,23.57
415,1277,"300 Hayes St, San Francisco, CA",2613,"1700 Eisenhower Street, Shoreview, San Mateo",3/22/2020 - 3/29/2020,1224,1062,1410,20.4
416,1277,"300 Hayes St, San Francisco, CA",2620,"2200 McGee Avenue, Central Berkeley, Berkeley",3/22/2020 - 3/29/2020,1120,976,1284,18.67
417,1277,"300 Hayes St, San Francisco, CA",2622,"300 Langton Street, South of Market, San Francisco",3/22/2020 - 3/29/2020,265,175,399,4.42
418,1277,"300 Hayes St, San Francisco, CA",2624,"1300 16th Avenue, Inner Sunset, San Francisco",3/22/2020 - 3/29/2020,462,385,553,7.7
419,1277,"300 Hayes St, San Francisco, CA",2625,"400 Alpha Street, Visitacion Valley, San Francisco",3/22/2020 - 3/29/2020,599,423,847,9.98
420,1277,"300 Hayes St, San Francisco, CA",2629,"Cochrane Street, Bayview, San Francisco",3/22/2020 - 3/29/2020,712,621,815,11.87
421,1277,"300 Hayes St, San Francisco, CA",2634,"Dwight D. Eisenhower Highway, Albany",3/22/2020 - 3/29/2020,903,746,1091,15.05
422,1277,"300 Hayes St, San Francisco, CA",2643,"1300 Egbert Avenue, Bayview, San Francisco",3/22/2020 - 3/29/2020,648,520,807,10.8
423,1277,"300 Hayes St, San Francisco, CA",2660,"0 Burgess Court, Sausalito",3/22/2020 - 3/29/2020,975,741,1281,16.25
424,1277,"300 Hayes St, San Francisco, CA",2673,"100 Rutledge Street, Bernal Heights, San Francisco",3/22/2020 - 3/29/2020,329,251,431,5.48
425,1277,"300 Hayes St, San Francisco, CA",2694,"1900 Buchanan Street, Western Addition, San Francisco",3/22/2020 - 3/29/2020,241,170,340,4.02
426,1277,"300 Hayes St, San Francisco, CA",2695,"2200 Rivera Street, Sunset District, San Francisco",3/22/2020 - 3/29/2020,854,733,994,14.23
427,1277,"300 Hayes St, San Francisco, CA",2700,"300 Ponderosa Road, Avalon, South San Francisco",3/22/2020 - 3/29/2020,1061,808,1392,17.68
428,1277,"300 Hayes St, San Francisco, CA",2708,"200 Westview Drive, Sunshine Gardens, South San Francisco",3/22/2020 - 3/29/2020,1012,923,1109,16.87
