"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes St, San Francisco, CA","151","500 20th Street, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",954,842,1080
"1277","300 Hayes St, San Francisco, CA","155","400 North Mary Avenue, Sunnyvale West, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2223,2033,2429
"1277","300 Hayes St, San Francisco, CA","165","2200 Franklin Street, Pacific Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",201,153,262
"1277","300 Hayes St, San Francisco, CA","181","3400 Richmond Boulevard, Oakland Ave - Harrison St, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",824,703,964
"1277","300 Hayes St, San Francisco, CA","186","1800 Vicente Street, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1058,851,1315
"1277","300 Hayes St, San Francisco, CA","206","1300 15th Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",191,126,287
"1277","300 Hayes St, San Francisco, CA","207","1100 Guerrero Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",484,367,637
"1277","300 Hayes St, San Francisco, CA","208","600 Alabama Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",359,266,484
"1277","300 Hayes St, San Francisco, CA","209","300 Wilde Avenue, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",453,350,585
"1277","300 Hayes St, San Francisco, CA","210","100 Ramsell Street, Oceanview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",633,500,801
"1277","300 Hayes St, San Francisco, CA","211","200 16th Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",710,479,1051
"1277","300 Hayes St, San Francisco, CA","212","500 Washington Street, Financial District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",552,427,712
"1277","300 Hayes St, San Francisco, CA","232","1000 Beech Street, East Palo Alto","3/22/2020 - 3/29/2020, Every day, Daily Average",1852,1659,2067
"1277","300 Hayes St, San Francisco, CA","234","100 Domestic Terminals Departures Level, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",921,767,1104
"1277","300 Hayes St, San Francisco, CA","264","300 Irwin Street, San Rafael","3/22/2020 - 3/29/2020, Every day, Daily Average",1351,1191,1532
"1277","300 Hayes St, San Francisco, CA","285","1600 Maritime Street, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",653,520,819
"1277","300 Hayes St, San Francisco, CA","286","1000 10th Street, West Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",820,681,987
"1277","300 Hayes St, San Francisco, CA","288","14700 Wiley Street, Washington Manor - Bonaire, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1837,1239,2723
"1277","300 Hayes St, San Francisco, CA","299","Chinatown / North Beach Campus, Russian Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",439,345,557
"1277","300 Hayes St, San Francisco, CA","302","0 Bass Court, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",717,540,951
"1277","300 Hayes St, San Francisco, CA","303","Bay Trail, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2344,1886,2913
"1277","300 Hayes St, San Francisco, CA","304","500 Zook Road, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",2158,1923,2420
"1277","300 Hayes St, San Francisco, CA","306","200 Silverlake Drive, Lakewood, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2283,2069,2518
"1277","300 Hayes St, San Francisco, CA","311","200 Northgate Avenue, Westlake, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",638,514,791
"1277","300 Hayes St, San Francisco, CA","314","200 Alta Mesa Drive, Serra Highlands, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",938,767,1146
"1277","300 Hayes St, San Francisco, CA","315","900 Veterans Boulevard, Redwood City","3/22/2020 - 3/29/2020, Every day, Daily Average",1498,1384,1621
"1277","300 Hayes St, San Francisco, CA","321","Nimitz Freeway, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",920,740,1143
"1277","300 Hayes St, San Francisco, CA","322","300 Warwick Avenue, Adams Point, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",852,727,997
"1277","300 Hayes St, San Francisco, CA","323","900 Embarcadero West, West Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",825,725,937
"1277","300 Hayes St, San Francisco, CA","328","5000 Franklin Drive, Pleasanton","3/22/2020 - 3/29/2020, Every day, Daily Average",2122,1961,2295
"1277","300 Hayes St, San Francisco, CA","338","100 Hinman Road, Redwood City","3/22/2020 - 3/29/2020, Every day, Daily Average",1551,1374,1749
