"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","234","100 Domestic Terminals Departures Level, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1093,877,1361
"1277","300 Hayes Street, Civic Center, San Francisco","241","0 Pinheiro Circle, Novato","3/1/2020 - 3/8/2020, Every day, Daily Average",2162,1916,2438
"1277","300 Hayes Street, Civic Center, San Francisco","242","0 El Pavo Real Circle, San Rafael","3/1/2020 - 3/8/2020, Every day, Daily Average",1778,1509,2093
"1277","300 Hayes Street, Civic Center, San Francisco","264","300 Irwin Street, San Rafael","3/1/2020 - 3/8/2020, Every day, Daily Average",1655,1355,2021
"1277","300 Hayes Street, Civic Center, San Francisco","277","500 El Paseo Drive, Sobrante Park, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1600,1210,2115
"1277","300 Hayes Street, Civic Center, San Francisco","280","1600 Sutter Street, Concord","3/1/2020 - 3/8/2020, Every day, Daily Average",2223,1874,2636
"1277","300 Hayes Street, Civic Center, San Francisco","283","6100 San Pablo Avenue, Paradise Park, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1295,918,1825
"1277","300 Hayes Street, Civic Center, San Francisco","284","300 45th Street, Temescal, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1392,978,1980
"1277","300 Hayes Street, Civic Center, San Francisco","285","1600 Maritime Street, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",897,631,1273
"1277","300 Hayes Street, Civic Center, San Francisco","286","1000 10th Street, West Oakland, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1015,745,1381
"1277","300 Hayes Street, Civic Center, San Francisco","288","14700 Wiley Street, Washington Manor - Bonaire, San Leandro","3/1/2020 - 3/8/2020, Every day, Daily Average",1642,1290,2089
"1277","300 Hayes Street, Civic Center, San Francisco","299","Chinatown / North Beach Campus, Russian Hill, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",629,464,852
"1277","300 Hayes Street, Civic Center, San Francisco","302","0 Bass Court, Bayview, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1014,719,1428
"1277","300 Hayes Street, Civic Center, San Francisco","303","Bay Trail, Sunnyvale","3/1/2020 - 3/8/2020, Every day, Daily Average",2718,2123,3478
"1277","300 Hayes Street, Civic Center, San Francisco","304","500 Zook Road, Mountain View","3/1/2020 - 3/8/2020, Every day, Daily Average",2591,2070,3242
"1277","300 Hayes Street, Civic Center, San Francisco","306","200 Silverlake Drive, Lakewood, Sunnyvale","3/1/2020 - 3/8/2020, Every day, Daily Average",2749,2196,3440
"1277","300 Hayes Street, Civic Center, San Francisco","311","200 Northgate Avenue, Westlake, Daly City","3/1/2020 - 3/8/2020, Every day, Daily Average",882,631,1232
"1277","300 Hayes Street, Civic Center, San Francisco","314","200 Alta Mesa Drive, Serra Highlands, South San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1182,859,1625
"1277","300 Hayes Street, Civic Center, San Francisco","315","900 Veterans Boulevard, Redwood City","3/1/2020 - 3/8/2020, Every day, Daily Average",1901,1484,2433
"1277","300 Hayes Street, Civic Center, San Francisco","321","Nimitz Freeway, Downtown Oakland, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1138,818,1581
"1277","300 Hayes Street, Civic Center, San Francisco","322","300 Warwick Avenue, Adams Point, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1134,824,1559
"1277","300 Hayes Street, Civic Center, San Francisco","323","900 Embarcadero West, West Oakland, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1031,776,1369
"1277","300 Hayes Street, Civic Center, San Francisco","328","5000 Franklin Drive, Pleasanton","3/1/2020 - 3/8/2020, Every day, Daily Average",2454,2024,2974
"1277","300 Hayes Street, Civic Center, San Francisco","333","15900 Via Paro, San Lorenzo","3/1/2020 - 3/8/2020, Every day, Daily Average",1763,1414,2196
"1277","300 Hayes Street, Civic Center, San Francisco","338","100 Hinman Road, Redwood City","3/1/2020 - 3/8/2020, Every day, Daily Average",1927,1508,2462
"1277","300 Hayes Street, Civic Center, San Francisco","345","400 Moffett Boulevard, Mountain View","3/1/2020 - 3/8/2020, Every day, Daily Average",2504,2016,3109
"1277","300 Hayes Street, Civic Center, San Francisco","347","900 Sycamore Drive, Midtown, Palo Alto","3/1/2020 - 3/8/2020, Every day, Daily Average",2340,1882,2908
"1277","300 Hayes Street, Civic Center, San Francisco","380","2800 Moorpark Avenue, West San Jose, San Jose","3/1/2020 - 3/8/2020, Every day, Daily Average",3498,2912,4200
"1277","300 Hayes Street, Civic Center, San Francisco","385","0 Valley View Road, Orinda","3/1/2020 - 3/8/2020, Every day, Daily Average",1549,1184,2026
"1277","300 Hayes Street, Civic Center, San Francisco","387","2100 Manchester Road, San Leandro","3/1/2020 - 3/8/2020, Every day, Daily Average",1838,1476,2287
"1277","300 Hayes Street, Civic Center, San Francisco","388","1700 Doolittle Drive, Davis Tract, San Leandro","3/1/2020 - 3/8/2020, Every day, Daily Average",1569,1210,2034
"1277","300 Hayes Street, Civic Center, San Francisco","389","1000 Burkhart Avenue, Washington Manor - Bonaire, San Leandro","3/1/2020 - 3/8/2020, Every day, Daily Average",1731,1371,2185
"1277","300 Hayes Street, Civic Center, San Francisco","392","27900 Ormond Avenue, Tennyson - Alquire, Hayward","3/1/2020 - 3/8/2020, Every day, Daily Average",2248,1723,2931
"1277","300 Hayes Street, Civic Center, San Francisco","394","3600 Page Street, Friendly Acres, Redwood City","3/1/2020 - 3/8/2020, Every day, Daily Average",1972,1595,2436
"1277","300 Hayes Street, Civic Center, San Francisco","395","300 Sequoia Avenue, Redwood City","3/1/2020 - 3/8/2020, Every day, Daily Average",2212,2012,2431
"1277","300 Hayes Street, Civic Center, San Francisco","397","400 Cedar Street, Vallejo","3/1/2020 - 3/8/2020, Every day, Daily Average",2248,1716,2944
"1277","300 Hayes Street, Civic Center, San Francisco","403","800 Pine Lane, San Rafael","3/1/2020 - 3/8/2020, Every day, Daily Average",1868,1605,2173
"1277","300 Hayes Street, Civic Center, San Francisco","408","1800 Hillside Boulevard, Colma","3/1/2020 - 3/8/2020, Every day, Daily Average",1278,919,1775
"1277","300 Hayes Street, Civic Center, San Francisco","409","200 Nelson Avenue, Edgemar - Pacific Manor, Pacifica","3/1/2020 - 3/8/2020, Every day, Daily Average",1149,796,1657
"1277","300 Hayes Street, Civic Center, San Francisco","416","2700 Contra Costa Canal Trail, Walnut Creek","3/1/2020 - 3/8/2020, Every day, Daily Average",2056,1599,2642
"1277","300 Hayes Street, Civic Center, San Francisco","417","4400 Bell Avenue, Eastshore, Richmond","3/1/2020 - 3/8/2020, Every day, Daily Average",1581,1114,2243
"1277","300 Hayes Street, Civic Center, San Francisco","423","200 Locust Avenue, San Rafael","3/1/2020 - 3/8/2020, Every day, Daily Average",1737,1426,2115
"1277","300 Hayes Street, Civic Center, San Francisco","431","Seaborg Road, Berkeley","3/1/2020 - 3/8/2020, Every day, Daily Average",1839,1447,2336
"1277","300 Hayes Street, Civic Center, San Francisco","433","600 Vanessa Drive, Central San Mateo, San Mateo","3/1/2020 - 3/8/2020, Every day, Daily Average",1589,1205,2094
"1277","300 Hayes Street, Civic Center, San Francisco","434","1300 Franklin Street, Western Addition, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",206,128,330
"1277","300 Hayes Street, Civic Center, San Francisco","443","New Corona Heights Trail, The Castro, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",516,375,709
"1277","300 Hayes Street, Civic Center, San Francisco","445","900 Divisadero Street, Western Addition, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",295,197,440
"1277","300 Hayes Street, Civic Center, San Francisco","446","1000 El Centro Avenue, Glenview, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1310,960,1786
"1277","300 Hayes Street, Civic Center, San Francisco","447","2600 Alvarado Street, Floresta Gardens - Bradrick, San Leandro","3/1/2020 - 3/8/2020, Every day, Daily Average",1769,1335,2343
"1277","300 Hayes Street, Civic Center, San Francisco","452","1200 Green Street, Russian Hill, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",455,310,667
"1277","300 Hayes Street, Civic Center, San Francisco","456","1000 56th Street, Gaskill, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1361,941,1967
"1277","300 Hayes Street, Civic Center, San Francisco","457","3100 West Street, Hoover - Foster, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1030,748,1416
"1277","300 Hayes Street, Civic Center, San Francisco","458","900 Webster Street, Downtown Oakland, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1105,799,1528
"1277","300 Hayes Street, Civic Center, San Francisco","463","2000 Bancroft Way, Downtown Berkeley, Berkeley","3/1/2020 - 3/8/2020, Every day, Daily Average",1585,1199,2094
"1277","300 Hayes Street, Civic Center, San Francisco","464","1600 Fairview Street, South Berkeley, Berkeley","3/1/2020 - 3/8/2020, Every day, Daily Average",1248,926,1681
"1277","300 Hayes Street, Civic Center, San Francisco","467","16300 Helo Drive, San Leandro","3/1/2020 - 3/8/2020, Every day, Daily Average",1772,1394,2251
"1277","300 Hayes Street, Civic Center, San Francisco","468","700 Via Aires, San Lorenzo","3/1/2020 - 3/8/2020, Every day, Daily Average",1799,1491,2169
"1277","300 Hayes Street, Civic Center, San Francisco","469","1800 Southgate Street, Southgate, Hayward","3/1/2020 - 3/8/2020, Every day, Daily Average",2183,1668,2855
"1277","300 Hayes Street, Civic Center, San Francisco","472","4300 Alder Avenue, Centerville, Fremont","3/1/2020 - 3/8/2020, Every day, Daily Average",2578,1993,3334
"1277","300 Hayes Street, Civic Center, San Francisco","475","1500 Lacassie Avenue, Walnut Creek","3/1/2020 - 3/8/2020, Every day, Daily Average",1952,1525,2498
"1277","300 Hayes Street, Civic Center, San Francisco","477","0 Tara Road, Northwood - Tara, Orinda","3/1/2020 - 3/8/2020, Every day, Daily Average",1487,1144,1932
"1277","300 Hayes Street, Civic Center, San Francisco","478","100 Eagle Court, Birds, Hercules","3/1/2020 - 3/8/2020, Every day, Daily Average",1968,1411,2743
"1277","300 Hayes Street, Civic Center, San Francisco","488","0 Oak Gate Place, Pleasant Hill","3/1/2020 - 3/8/2020, Every day, Daily Average",2053,1629,2586
"1277","300 Hayes Street, Civic Center, San Francisco","495","4200 Shelter Creek Lane, San Bruno","3/1/2020 - 3/8/2020, Every day, Daily Average",1204,947,1530
"1277","300 Hayes Street, Civic Center, San Francisco","499","600 Throckmorton Avenue, Mill Valley","3/1/2020 - 3/8/2020, Every day, Daily Average",1704,1367,2122
"1277","300 Hayes Street, Civic Center, San Francisco","528","600 Lexington Way, Oak Grove Manor, Burlingame","3/1/2020 - 3/8/2020, Every day, Daily Average",1267,998,1607
"1277","300 Hayes Street, Civic Center, San Francisco","530","400 Seventh Avenue, Fair Oaks, Menlo Park","3/1/2020 - 3/8/2020, Every day, Daily Average",2042,1757,2372
"1277","300 Hayes Street, Civic Center, San Francisco","532","200 Beach Street, North Beach, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",742,557,987
"1277","300 Hayes Street, Civic Center, San Francisco","533","1400 Grant Avenue, North Beach, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",693,492,975
"1277","300 Hayes Street, Civic Center, San Francisco","534","200 Walnut Street, Presidio Heights, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",622,466,828
"1277","300 Hayes Street, Civic Center, San Francisco","535","0 Rossi Avenue, Richmond District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",505,373,683
"1277","300 Hayes Street, Civic Center, San Francisco","536","800 Franklin Street, Fillmore District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",110,62,192
"1277","300 Hayes Street, Civic Center, San Francisco","537","500 Webster Street, Western Addition, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",95,49,182
"1277","300 Hayes Street, Civic Center, San Francisco","541","200 San Fernando Way, St. Francis, Daly City","3/1/2020 - 3/8/2020, Every day, Daily Average",961,707,1305
"1277","300 Hayes Street, Civic Center, San Francisco","542","2200 Kenry Way, Westborough, South San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1190,905,1563
"1277","300 Hayes Street, Civic Center, San Francisco","543","2500 Carmel Drive, San Bruno","3/1/2020 - 3/8/2020, Every day, Daily Average",1249,955,1632
"1277","300 Hayes Street, Civic Center, San Francisco","554","200 2nd Street, Sunnyvale","3/1/2020 - 3/8/2020, Every day, Daily Average",2776,2195,3510
"1277","300 Hayes Street, Civic Center, San Francisco","555","500 Aldo Avenue, Santa Clara","3/1/2020 - 3/8/2020, Every day, Daily Average",2771,2321,3308
"1277","300 Hayes Street, Civic Center, San Francisco","557","18800 Devon Avenue, Quito Village, Saratoga","3/1/2020 - 3/8/2020, Every day, Daily Average",3022,2635,3464
"1277","300 Hayes Street, Civic Center, San Francisco","561","100 Nancy Court, Old Mountain View, Mountain View","3/1/2020 - 3/8/2020, Every day, Daily Average",2430,2068,2854
"1277","300 Hayes Street, Civic Center, San Francisco","590","300 Hanover Avenue, Cleveland Heights, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1310,944,1816
"1277","300 Hayes Street, Civic Center, San Francisco","591","2500 10th Avenue, Bella Vista, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1188,891,1582
"1277","300 Hayes Street, Civic Center, San Francisco","595","200 Ghormley Avenue, Brookfield Village, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1506,1145,1980
"1277","300 Hayes Street, Civic Center, San Francisco","597","1600 Eighth Street, Northwest Berkeley, Berkeley","3/1/2020 - 3/8/2020, Every day, Daily Average",1234,989,1538
"1277","300 Hayes Street, Civic Center, San Francisco","598","3000 Colby Street, Elmwood, Berkeley","3/1/2020 - 3/8/2020, Every day, Daily Average",1501,1146,1964
"1277","300 Hayes Street, Civic Center, San Francisco","599","1800 Yale Drive, Alameda","3/1/2020 - 3/8/2020, Every day, Daily Average",1509,1199,1897
"1277","300 Hayes Street, Civic Center, San Francisco","602","22000 Cameron Street, Castro Valley","3/1/2020 - 3/8/2020, Every day, Daily Average",1978,1564,2501
"1277","300 Hayes Street, Civic Center, San Francisco","605","24500 Surrey Way, Santa Clara, Hayward","3/1/2020 - 3/8/2020, Every day, Daily Average",2145,1628,2824
"1277","300 Hayes Street, Civic Center, San Francisco","608","700 11th Street, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1074,774,1488
"1277","300 Hayes Street, Civic Center, San Francisco","609","700 19th Street, West Oakland, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1174,857,1608
"1277","300 Hayes Street, Civic Center, San Francisco","610","1600 Webster Street, Downtown, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1228,984,1531
"1277","300 Hayes Street, Civic Center, San Francisco","611","200 Park View Terrace, Adams Point, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1273,934,1734
"1277","300 Hayes Street, Civic Center, San Francisco","612","500 El Dorado Avenue, Grand Lake, Oakland","3/1/2020 - 3/8/2020, Every day, Daily Average",1312,989,1739
"1277","300 Hayes Street, Civic Center, San Francisco","614","3100 San Joaquin Way, Union City","3/1/2020 - 3/8/2020, Every day, Daily Average",2308,1836,2900
"1277","300 Hayes Street, Civic Center, San Francisco","618","2200 Floyd Lane, Concord","3/1/2020 - 3/8/2020, Every day, Daily Average",2141,1917,2390
"1277","300 Hayes Street, Civic Center, San Francisco","624","3300 Beechwood Drive, Stanley, Lafayette","3/1/2020 - 3/8/2020, Every day, Daily Average",1758,1361,2270
"1277","300 Hayes Street, Civic Center, San Francisco","627","800 Marin Road, El Sobrante","3/1/2020 - 3/8/2020, Every day, Daily Average",1886,1316,2702
"1277","300 Hayes Street, Civic Center, San Francisco","628","2300 Santa Clara Street, Richmond Annex, Richmond","3/1/2020 - 3/8/2020, Every day, Daily Average",1357,968,1901
"1277","300 Hayes Street, Civic Center, San Francisco","629","100 Guerrero Street, Mission Dolores, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",197,114,338
"1277","300 Hayes Street, Civic Center, San Francisco","641","1400 Jackson Street, Nob Hill, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",424,285,630
"1277","300 Hayes Street, Civic Center, San Francisco","642","600 Grant Avenue, Chinatown, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",720,502,1031
"1277","300 Hayes Street, Civic Center, San Francisco","643","200 Myrtle Street, Tenderloin, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",271,160,457
"1277","300 Hayes Street, Civic Center, San Francisco","644","200 Jones Street, Tenderloin, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",433,275,680
"1277","300 Hayes Street, Civic Center, San Francisco","645","1400 Chestnut Street, Marina District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",410,291,575
"1277","300 Hayes Street, Civic Center, San Francisco","646","500 Clayton Street, Haight-Ashbury, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",406,283,580
"1277","300 Hayes Street, Civic Center, San Francisco","647","800 Ashbury Street, Ashbury Heights, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",535,369,774
"1277","300 Hayes Street, Civic Center, San Francisco","648","3800 19th Street, Dolores Heights, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",494,370,659
"1277","300 Hayes Street, Civic Center, San Francisco","649","1000 Diamond Street, Noe Valley, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",787,615,1006
"1277","300 Hayes Street, Civic Center, San Francisco","650","700 Rhode Island Street, Potrero Hill, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",360,234,553
"1277","300 Hayes Street, Civic Center, San Francisco","651","2900 22nd Street, Mission District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",543,413,712
"1277","300 Hayes Street, Civic Center, San Francisco","652","300 Hale Street, Excelsior, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",496,347,708
"1277","300 Hayes Street, Civic Center, San Francisco","653","600 Lisbon Street, Excelsior, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1053,794,1396
"1277","300 Hayes Street, Civic Center, San Francisco","659","200 Staples Avenue, Outer Mission, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",716,506,1012
"1277","300 Hayes Street, Civic Center, San Francisco","660","1900 Lawton Street, Sunset District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",831,606,1139
"1277","300 Hayes Street, Civic Center, San Francisco","661","Building F, Buckingham Way, Lakeshore, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1378,1065,1781
"1277","300 Hayes Street, Civic Center, San Francisco","662","1300 46th Avenue, Sunset District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",931,734,1180
"1277","300 Hayes Street, Civic Center, San Francisco","663","200 21st Avenue, Central Richmond, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",925,719,1188
"1277","300 Hayes Street, Civic Center, San Francisco","664","700 32nd Avenue, Richmond District, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",859,666,1107
"1277","300 Hayes Street, Civic Center, San Francisco","665","0 Brookdale Avenue, Visitacion Valley, San Francisco","3/1/2020 - 3/8/2020, Every day, Daily Average",1138,806,1606
